NOME_SOLU|VAL_SOLUCAO_INICIAL|QTD_TROCAS_SOL_INCIAL|VAL_SOLUCAO_POS_REFI|QTD_TROCAS_POS_REFI|QTD_ITERACOES|HOUVE_MELHORA|TEMPO_HC|TEMPO_REF|TEMPO_TOTAL 
instanceLarge1120_m=8_n=200_l=30_c=20_s=0|3917|1244|3562|1104|38|sim|77,338|7,68142|85,1428
instanceLarge1121_m=8_n=200_l=30_c=20_s=1|11885|1272|9431|1000|85|sim|79,2446|17,0666|96,4223
instanceLarge1122_m=8_n=200_l=30_c=20_s=2|872|1070|872|1070|23|não|57,9101|2,73629|60,7589
instanceLarge1123_m=8_n=200_l=30_c=20_s=0|7801|1287|7051|1151|39|sim|84,0544|7,42649|91,6037
instanceLarge1124_m=8_n=200_l=30_c=20_s=1|11924|1294|10031|1066|58|sim|85,3646|12,4467|97,9222
instanceLarge1125_m=8_n=200_l=30_c=20_s=2|900|1094|900|1094|23|não|56,7068|2,77466|59,5964
instanceLarge1126_m=8_n=200_l=30_c=20_s=0|5619|1288|4082|886|163|sim|79,6124|31,784|111,493
instanceLarge1127_m=8_n=200_l=30_c=20_s=1|11562|1259|9792|1045|58|sim|81,695|11,5099|93,3201
instanceLarge1128_m=8_n=200_l=30_c=20_s=2|850|1089|848|1080|52|sim|54,6194|6,46109|61,1966
instanceLarge1129_m=8_n=200_l=30_c=20_s=0|9780|1268|7379|929|112|sim|80,6989|21,917|102,721
instanceLarge1130_m=8_n=200_l=30_c=20_s=1|11700|1265|10285|1095|42|sim|80,9334|8,47005|89,5219
instanceLarge1131_m=8_n=200_l=30_c=20_s=2|891|1096|889|1090|27|sim|55,1109|3,42258|58,6492
instanceLarge1132_m=8_n=200_l=30_c=20_s=0|1499|1182|1499|1182|23|não|67,7501|2,97335|70,8475
instanceLarge1133_m=8_n=200_l=30_c=20_s=1|11716|1266|9030|963|95|sim|83,3399|19,0385|102,487
instanceLarge1134_m=8_n=200_l=30_c=20_s=2|892|1117|892|1117|22|não|61,2291|2,83289|64,1869
instanceLarge1135_m=8_n=200_l=30_c=20_s=0|4947|1275|4436|1113|45|sim|79,3872|9,65313|89,1662
instanceLarge1136_m=8_n=200_l=30_c=20_s=1|11698|1274|8262|875|217|sim|82,0316|37,0544|119,182
instanceLarge1137_m=8_n=200_l=30_c=20_s=2|885|1112|883|1094|30|sim|59,3633|3,91045|63,3883
instanceLarge1138_m=8_n=200_l=30_c=20_s=0|2412|1219|2262|1106|46|sim|70,776|7,85135|78,7416
instanceLarge1139_m=8_n=200_l=30_c=20_s=1|11703|1266|8491|897|135|sim|81,2028|26,0947|107,393
instanceLarge1140_m=8_n=200_l=30_c=20_s=2|851|1081|851|1081|23|não|54,4728|2,76932|57,3558
instanceLarge1141_m=8_n=200_l=40_c=20_s=0|4939|1217|4344|1019|50|sim|55,5488|6,72502|62,3458
instanceLarge1142_m=8_n=200_l=40_c=20_s=1|11133|1205|8482|898|142|sim|57,2946|16,9003|74,2576
instanceLarge1143_m=8_n=200_l=40_c=20_s=2|907|1079|907|1079|22|não|36,8397|1,76458|38,6802
instanceLarge1144_m=8_n=200_l=40_c=20_s=0|8077|1216|7196|1047|45|sim|55,3874|5,9062|61,371
instanceLarge1145_m=8_n=200_l=40_c=20_s=1|11156|1215|7699|809|333|sim|54,8132|31,9575|86,8298
instanceLarge1146_m=8_n=200_l=40_c=20_s=2|856|1106|856|1106|22|não|37,244|1,89588|39,2207
instanceLarge1147_m=8_n=200_l=40_c=20_s=0|7356|1206|6343|1010|51|sim|53,3564|6,72913|60,1577
instanceLarge1148_m=8_n=200_l=40_c=20_s=1|10987|1184|9046|958|114|sim|53,6219|13,6812|67,3698
instanceLarge1149_m=8_n=200_l=40_c=20_s=2|916|1090|916|1090|22|não|36,792|1,82546|38,6957
instanceLarge1150_m=8_n=200_l=40_c=20_s=0|5369|1208|5011|1114|31|sim|53,4941|3,78085|57,353
instanceLarge1151_m=8_n=200_l=40_c=20_s=1|11301|1218|8736|924|132|sim|54,3606|15,3781|69,8055
instanceLarge1152_m=8_n=200_l=40_c=20_s=2|892|1071|887|1057|47|sim|37,3262|3,97292|41,3745
instanceLarge1153_m=8_n=200_l=40_c=20_s=0|8741|1193|7890|1041|57|sim|53,5514|6,92034|60,5525
instanceLarge1154_m=8_n=200_l=40_c=20_s=1|11160|1216|8532|912|136|sim|53,2751|16,0602|69,4022
instanceLarge1155_m=8_n=200_l=40_c=20_s=2|834|1086|834|1086|22|não|36,2195|1,84667|38,1455
instanceLarge1156_m=8_n=200_l=40_c=20_s=0|8869|1208|6637|878|212|sim|53,5873|22,8206|76,4703
instanceLarge1157_m=8_n=200_l=40_c=20_s=1|11144|1211|8765|928|96|sim|52,7491|12,4165|65,2329
instanceLarge1158_m=8_n=200_l=40_c=20_s=2|829|1071|829|1071|22|não|35,0697|1,80465|36,9514
instanceLarge1159_m=8_n=200_l=40_c=20_s=0|1963|1185|1928|1117|30|sim|46,6643|3,20818|49,9564
instanceLarge1160_m=8_n=200_l=40_c=20_s=1|11218|1212|8689|925|175|sim|54,1439|17,5047|71,7111
instanceLarge1161_m=8_n=200_l=40_c=20_s=2|890|1087|887|1080|31|sim|36,1831|2,57625|38,8361
instanceLarge1162_m=8_n=200_l=40_c=20_s=0|1213|1153|1205|1140|52|sim|41,1194|4,8086|46,0144
instanceLarge1163_m=8_n=200_l=40_c=20_s=1|11030|1199|9283|975|66|sim|55,2415|8,35103|63,665
instanceLarge1164_m=8_n=200_l=40_c=20_s=2|915|1112|915|1112|22|não|37,3128|1,8301|39,221
instanceLarge1165_m=8_n=200_l=40_c=20_s=0|3896|1189|3464|1015|64|sim|50,1184|7,7943|57,9852
instanceLarge1166_m=8_n=200_l=40_c=20_s=1|11373|1230|8380|876|185|sim|54,4776|20,6479|75,1884
instanceLarge1167_m=8_n=200_l=40_c=20_s=2|888|1106|888|1106|22|não|36,0625|1,84366|37,9843
instanceLarge1168_m=8_n=200_l=40_c=20_s=0|9164|1213|6819|868|166|sim|53,6746|18,8234|72,562
instanceLarge1169_m=8_n=200_l=40_c=20_s=1|11101|1187|8644|918|96|sim|53,2235|12,07|65,3591
instanceLarge1170_m=8_n=200_l=40_c=20_s=2|890|1087|888|1080|44|sim|36,424|3,78395|40,2865
instanceLarge1171_m=8_n=200_l=40_c=30_s=0|12259|1524|10130|1245|66|sim|230,239|41,8063|272,379
instanceLarge1172_m=8_n=200_l=40_c=30_s=1|14002|1526|9976|1071|215|sim|230,683|112,701|343,656
instanceLarge1173_m=8_n=200_l=40_c=30_s=2|967|1334|967|1334|23|não|160,79|7,93661|169,051
instanceLarge1174_m=8_n=200_l=40_c=30_s=0|9723|1497|7067|1057|165|sim|236,253|90,2757|326,795
instanceLarge1175_m=8_n=200_l=40_c=30_s=1|13878|1509|12683|1378|44|sim|233,052|25,041|258,456
instanceLarge1176_m=8_n=200_l=40_c=30_s=2|924|1346|924|1346|23|não|185,158|8,67834|194,19
instanceLarge1177_m=8_n=200_l=40_c=30_s=0|1683|1457|1683|1457|23|não|195,923|9,12498|205,417
instanceLarge1178_m=8_n=200_l=40_c=30_s=1|13932|1524|12322|1330|57|sim|234,249|34,9138|269,5
instanceLarge1179_m=8_n=200_l=40_c=30_s=2|923|1324|923|1324|23|não|164,604|8,16227|173,096
instanceLarge1180_m=8_n=200_l=40_c=30_s=0|2864|1482|2656|1336|46|sim|207,088|26,9435|234,383
instanceLarge1181_m=8_n=200_l=40_c=30_s=1|13848|1524|9516|1013|178|sim|228,218|96,9467|325,414
instanceLarge1182_m=8_n=200_l=40_c=30_s=2|959|1321|959|1321|23|não|165,058|8,27266|173,667
instanceLarge1183_m=8_n=200_l=40_c=30_s=0|2023|1444|1901|1309|46|sim|194,284|25,1892|219,807
instanceLarge1184_m=8_n=200_l=40_c=30_s=1|14006|1524|9876|1070|186|sim|229,88|99,3813|329,533
instanceLarge1185_m=8_n=200_l=40_c=30_s=2|897|1315|894|1304|29|sim|165,758|10,9103|176,995
instanceLarge1186_m=8_n=200_l=40_c=30_s=0|10416|1518|8139|1156|98|sim|230,6|62,5682|293,472
instanceLarge1187_m=8_n=200_l=40_c=30_s=1|13897|1518|10032|1072|147|sim|231,14|86,2108|317,629
instanceLarge1188_m=8_n=200_l=40_c=30_s=2|933|1306|930|1303|47|sim|173,158|17,3079|190,806
instanceLarge1189_m=8_n=200_l=40_c=30_s=0|9649|1520|8382|1304|50|sim|232,081|31,0636|263,482
instanceLarge1190_m=8_n=200_l=40_c=30_s=1|13675|1504|10073|1084|132|sim|228,126|71,4279|299,828
instanceLarge1191_m=8_n=200_l=40_c=30_s=2|914|1352|914|1352|23|não|167,931|8,46816|176,747
instanceLarge1192_m=8_n=200_l=40_c=30_s=0|2365|1432|2062|1167|108|sim|195,032|56,476|251,799
instanceLarge1193_m=8_n=200_l=40_c=30_s=1|13584|1499|10207|1104|139|sim|227,325|79,2905|306,895
instanceLarge1194_m=8_n=200_l=40_c=30_s=2|899|1290|895|1284|26|sim|164,463|9,50146|174,299
instanceLarge1195_m=8_n=200_l=40_c=30_s=0|8423|1506|7367|1318|55|sim|230,123|33,1086|263,563
instanceLarge1196_m=8_n=200_l=40_c=30_s=1|13443|1490|11076|1201|92|sim|226,359|53,9895|280,646
instanceLarge1197_m=8_n=200_l=40_c=30_s=2|888|1334|888|1334|23|não|171,306|8,37973|180,029
instanceLarge1198_m=8_n=200_l=40_c=30_s=0|11647|1533|9608|1250|83|sim|233,775|51,4738|285,574
instanceLarge1199_m=8_n=200_l=40_c=30_s=1|13963|1533|10617|1143|147|sim|233,53|81,3642|315,19
instanceLarge1200_m=8_n=200_l=40_c=30_s=2|929|1320|929|1320|23|não|170,606|8,37509|179,327
instanceLarge1201_m=9_n=200_l=30_c=10_s=0|3026|875|2816|792|51|sim|10,0403|1,52085|11,5798
instanceLarge1202_m=9_n=200_l=30_c=10_s=1|7481|887|5786|662|119|sim|10,6343|3,6832|14,3333
instanceLarge1203_m=9_n=200_l=30_c=10_s=2|763|816|761|808|40|sim|8,27412|0,834809|9,12793
instanceLarge1204_m=9_n=200_l=30_c=10_s=0|3031|887|2411|659|184|sim|10,6175|4,90147|15,5348
instanceLarge1205_m=9_n=200_l=30_c=10_s=1|7542|885|6475|741|73|sim|11,0623|2,0955|13,1755
instanceLarge1206_m=9_n=200_l=30_c=10_s=2|786|804|784|798|25|sim|8,11245|0,495795|8,626
instanceLarge1207_m=9_n=200_l=30_c=10_s=0|703|794|701|790|26|sim|7,7311|0,531706|8,28117
instanceLarge1208_m=9_n=200_l=30_c=10_s=1|7293|877|7293|877|18|não|10,0566|0,390873|10,4678
instanceLarge1209_m=9_n=200_l=30_c=10_s=2|703|794|701|790|26|sim|7,71695|0,519939|8,25523
instanceLarge1210_m=9_n=200_l=30_c=10_s=0|6383|908|5601|779|48|sim|11,4798|1,51121|13,0092
instanceLarge1211_m=9_n=200_l=30_c=10_s=1|7812|904|6539|752|92|sim|11,5478|2,68145|14,247
instanceLarge1212_m=9_n=200_l=30_c=10_s=2|794|812|794|812|21|não|8,83828|0,408067|9,26472
instanceLarge1213_m=9_n=200_l=30_c=10_s=0|5980|893|5100|751|72|sim|11,045|2,24965|13,3128
instanceLarge1214_m=9_n=200_l=30_c=10_s=1|7689|900|6777|792|39|sim|11,0216|1,27516|12,3158
instanceLarge1215_m=9_n=200_l=30_c=10_s=2|777|821|777|821|20|não|8,30258|0,417272|8,73957
instanceLarge1216_m=9_n=200_l=30_c=10_s=0|2700|896|2396|768|47|sim|10,9812|1,44497|12,4437
instanceLarge1217_m=9_n=200_l=30_c=10_s=1|7407|888|6815|798|41|sim|11,6063|1,29114|12,9159
instanceLarge1218_m=9_n=200_l=30_c=10_s=2|746|802|744|789|51|sim|8,40309|0,974653|9,39548
instanceLarge1219_m=9_n=200_l=30_c=10_s=0|759|810|755|798|47|sim|8,02214|0,990809|9,03188
instanceLarge1220_m=9_n=200_l=30_c=10_s=1|7315|867|6100|713|79|sim|10,4459|2,48022|12,9435
instanceLarge1221_m=9_n=200_l=30_c=10_s=2|759|810|755|798|47|sim|8,02584|0,978478|9,02286
instanceLarge1222_m=9_n=200_l=30_c=10_s=0|978|840|970|832|28|sim|7,93368|0,633514|8,5864
instanceLarge1223_m=9_n=200_l=30_c=10_s=1|7490|872|6665|769|43|sim|9,90728|1,35938|11,2842
instanceLarge1224_m=9_n=200_l=30_c=10_s=2|782|806|782|806|20|não|7,48667|0,368744|7,87286
instanceLarge1225_m=9_n=200_l=30_c=10_s=0|4357|883|3578|698|86|sim|11,0565|2,80709|13,8812
instanceLarge1226_m=9_n=200_l=30_c=10_s=1|7579|891|7477|871|27|sim|10,8599|0,658585|11,5385
instanceLarge1227_m=9_n=200_l=30_c=10_s=2|820|810|820|810|20|não|8,06919|0,411122|8,49948
instanceLarge1228_m=9_n=200_l=30_c=10_s=0|3792|881|3265|745|61|sim|10,5129|2,01395|12,5443
instanceLarge1229_m=9_n=200_l=30_c=10_s=1|7410|885|7320|863|23|sim|10,6387|0,576672|11,2347
instanceLarge1230_m=9_n=200_l=30_c=10_s=2|736|798|734|792|22|sim|7,97744|0,441205|8,43673
instanceLarge1231_m=9_n=200_l=30_c=20_s=0|1060|1123|1048|1108|26|sim|49,0481|3,35134|52,5096
instanceLarge1232_m=9_n=200_l=30_c=20_s=1|10051|1219|7543|878|90|sim|65,3372|16,7678|82,1986
