NOME_SOLU|VAL_SOLUCAO_INICIAL|QTD_TROCAS_SOL_INCIAL|VAL_SOLUCAO_POS_REFI|QTD_TROCAS_POS_REFI|QTD_ITERACOES|HOUVE_MELHORA|TEMPO_HC|TEMPO_REF|TEMPO_TOTAL 
instance279_m=2_n=15_l=15_c=10_s=2|244|6|244|6|2|não|0,0023768|0,0007192|0,0033117
instance280_m=2_n=15_l=15_c=10_s=0|424|7|424|7|1|não|0,002377|0,0004693|0,0030333
instance281_m=2_n=15_l=15_c=10_s=1|520|7|520|7|1|não|0,0023978|0,0004641|0,0030554
instance282_m=2_n=15_l=15_c=10_s=2|255|6|255|6|2|não|0,0019995|0,0006577|0,0028513
instance283_m=2_n=15_l=15_c=10_s=0|273|9|259|5|5|sim|0,0029936|0,0018518|0,0050715
instance284_m=2_n=15_l=15_c=10_s=1|546|8|501|6|3|sim|0,003036|0,0011431|0,004365
instance285_m=2_n=15_l=15_c=10_s=2|248|5|248|5|3|não|0,0028411|0,0008119|0,0038322
instance286_m=2_n=15_l=15_c=10_s=0|347|6|347|6|3|não|0,0041868|0,001377|0,005898
instance287_m=2_n=15_l=15_c=10_s=1|398|6|398|6|3|não|0,0028654|0,0008851|0,0039854
instance288_m=2_n=15_l=15_c=10_s=2|200|6|200|6|3|não|0,0023434|0,0008754|0,003412
instance289_m=2_n=15_l=15_c=10_s=0|355|6|355|6|2|não|0,0026338|0,0006894|0,0035201
instance290_m=2_n=15_l=15_c=10_s=1|409|6|409|6|2|não|0,0026373|0,0006583|0,003494
instance291_m=2_n=15_l=15_c=10_s=2|234|7|234|7|2|não|0,0026686|0,0007293|0,0036205
instance292_m=2_n=15_l=15_c=10_s=0|403|7|403|7|2|não|0,0026998|0,0007494|0,0036705
instance293_m=2_n=15_l=15_c=10_s=1|487|7|470|6|4|sim|0,0027079|0,0014836|0,0044121
instance294_m=2_n=15_l=15_c=10_s=2|238|6|238|6|1|não|0,0026333|0,0004699|0,0032923
instance295_m=2_n=15_l=15_c=10_s=0|515|7|478|5|2|sim|0,0028566|0,001018|0,0040911
instance296_m=2_n=15_l=15_c=10_s=1|595|7|510|5|2|sim|0,002824|0,0010117|0,0040566
instance297_m=2_n=15_l=15_c=10_s=2|335|7|335|7|1|não|0,0027924|0,0005419|0,0035981
instance298_m=2_n=15_l=15_c=10_s=0|208|8|208|8|2|não|0,0030959|0,0008187|0,0041632
instance299_m=2_n=15_l=15_c=10_s=1|481|9|481|9|3|não|0,0031075|0,0011817|0,0046008
instance300_m=2_n=15_l=15_c=10_s=2|205|8|205|8|2|não|0,0030812|0,000807|0,0041363
instance301_m=2_n=15_l=15_c=10_s=0|274|17|264|15|7|sim|0,005781|0,0045621|0,010794
instance302_m=2_n=15_l=15_c=10_s=1|808|19|624|14|6|sim|0,0065112|0,0047456|0,0117125
instance303_m=2_n=15_l=15_c=10_s=2|212|12|212|12|4|não|0,005498|0,0020516|0,0079246
instance304_m=2_n=15_l=15_c=10_s=0|161|10|161|10|4|não|0,0041444|0,0019791|0,0064851
instance305_m=2_n=15_l=15_c=10_s=1|656|15|549|13|9|sim|0,004938|0,0062593|0,0115677
instance306_m=2_n=15_l=15_c=10_s=2|161|10|161|10|4|não|0,0042456|0,0020067|0,0066278
instance307_m=2_n=15_l=15_c=10_s=0|439|19|439|19|4|não|0,0069164|0,0031375|0,0106503
instance308_m=2_n=15_l=15_c=10_s=1|893|19|893|19|4|não|0,0067355|0,0030745|0,010389
instance309_m=2_n=15_l=15_c=10_s=2|306|22|306|22|4|não|0,0072116|0,0033604|0,0112136
instance310_m=2_n=15_l=15_c=10_s=0|602|21|602|21|5|não|0,0075643|0,004087|0,0123166
instance311_m=2_n=15_l=15_c=10_s=1|1093|25|448|8|11|sim|0,0083191|0,008106|0,016687
instance312_m=2_n=15_l=15_c=10_s=2|210|14|210|14|4|não|0,0056822|0,0024992|0,0086467
instance313_m=2_n=15_l=15_c=10_s=0|466|17|466|17|5|não|0,0056062|0,003412|0,0095596
instance314_m=2_n=15_l=15_c=10_s=1|815|16|654|13|5|sim|0,0054179|0,0040042|0,009858
instance315_m=2_n=15_l=15_c=10_s=2|309|16|306|13|8|sim|0,0056523|0,0051518|0,0112658
instance316_m=2_n=15_l=15_c=10_s=0|654|18|654|18|4|não|0,0060365|0,0029038|0,0095045
instance317_m=2_n=15_l=15_c=10_s=1|798|18|798|18|4|não|0,0060818|0,0028918|0,0095341
instance318_m=2_n=15_l=15_c=10_s=2|234|12|234|12|5|não|0,0055417|0,0028887|0,0088885
instance319_m=2_n=15_l=15_c=10_s=0|222|15|222|15|4|não|0,0057359|0,0025112|0,0087181
instance320_m=2_n=15_l=15_c=10_s=1|1011|22|711|16|6|sim|0,0065844|0,0056903|0,0127601
instance321_m=2_n=15_l=15_c=10_s=2|199|13|199|13|4|não|0,0063434|0,0030564|0,0098153
instance322_m=2_n=15_l=15_c=10_s=0|391|17|387|15|6|sim|0,0045923|0,0037466|0,0087571
instance323_m=2_n=15_l=15_c=10_s=1|850|17|850|17|3|não|0,0046076|0,0019123|0,0069596
instance324_m=2_n=15_l=15_c=10_s=2|280|16|280|16|4|não|0,0046843|0,0022897|0,0073973
instance325_m=2_n=15_l=15_c=10_s=0|643|18|531|13|5|sim|0,0062933|0,0035175|0,0102291
instance326_m=2_n=15_l=15_c=10_s=1|877|18|713|13|5|sim|0,0064474|0,0036713|0,0105674
instance327_m=2_n=15_l=15_c=10_s=2|267|15|267|15|4|não|0,0061428|0,0025184|0,0091334
instance328_m=2_n=15_l=15_c=10_s=0|388|22|388|22|5|não|0,0081241|0,0038368|0,012636
instance329_m=2_n=15_l=15_c=10_s=1|1012|22|645|12|10|sim|0,0076956|0,0073304|0,0153782
instance330_m=2_n=15_l=15_c=10_s=2|265|19|265|19|5|não|0,0074233|0,0036205|0,0116204
instance331_m=2_n=15_l=15_c=10_s=0|970|39|653|22|18|sim|0,0173764|0,0307639|0,0490553
instance332_m=2_n=15_l=15_c=10_s=1|1594|39|1015|22|26|sim|0,0171053|0,0388244|0,0567943
instance333_m=2_n=15_l=15_c=10_s=2|300|32|293|30|13|sim|0,0144678|0,0194583|0,0350916
instance334_m=2_n=15_l=15_c=10_s=0|764|31|764|31|5|não|0,0147434|0,0073005|0,0231996
instance335_m=2_n=15_l=15_c=10_s=1|1456|34|984|21|11|sim|0,0152044|0,0156641|0,0317346
instance336_m=2_n=15_l=15_c=10_s=2|284|30|284|30|5|não|0,0146006|0,007204|0,0229294
instance337_m=2_n=15_l=15_c=10_s=0|680|38|558|29|8|sim|0,0169417|0,0144524|0,032514
instance338_m=2_n=15_l=15_c=10_s=1|1628|38|1278|30|10|sim|0,0181032|0,0183995|0,0376579
instance339_m=2_n=15_l=15_c=10_s=2|310|34|310|34|5|não|0,0159543|0,0076292|0,0248218
instance340_m=2_n=15_l=15_c=10_s=0|1101|35|827|23|15|sim|0,0155182|0,0224854|0,0388879
instance341_m=2_n=15_l=15_c=10_s=1|1299|35|959|23|15|sim|0,0209382|0,0733328|0,0954311
instance342_m=2_n=15_l=15_c=10_s=2|300|31|287|27|14|sim|0,0141497|0,018787|0,0340314
instance343_m=2_n=15_l=15_c=10_s=0|401|35|401|35|6|não|0,016256|0,008867|0,0263263
instance344_m=2_n=15_l=15_c=10_s=1|1285|34|1285|34|6|não|0,0156582|0,0087302|0,0256067
instance345_m=2_n=15_l=15_c=10_s=2|234|32|234|32|5|não|0,0133303|0,0069765|0,0214228
instance346_m=2_n=15_l=15_c=10_s=0|1282|35|887|22|16|sim|0,015522|0,0258021|0,0422184
instance347_m=2_n=15_l=15_c=10_s=1|1510|35|1019|22|16|sim|0,015485|0,0256821|0,0420672
instance348_m=2_n=15_l=15_c=10_s=2|262|32|261|30|10|sim|0,0149599|0,0166106|0,0326989
instance349_m=2_n=15_l=15_c=10_s=0|954|38|685|24|24|sim|0,0170798|0,0428004|0,0609328
instance350_m=2_n=15_l=15_c=10_s=1|1574|38|1268|31|13|sim|0,017119|0,0242535|0,0425082
instance351_m=2_n=15_l=15_c=10_s=2|236|29|236|29|6|não|0,0144498|0,008868|0,0244482
instance352_m=2_n=15_l=15_c=10_s=0|836|33|663|26|12|sim|0,0154908|0,0206185|0,037147
instance353_m=2_n=15_l=15_c=10_s=1|1609|37|1057|23|13|sim|0,0157295|0,0215452|0,0383765
instance354_m=2_n=15_l=15_c=10_s=2|252|29|252|29|5|não|0,0137555|0,0068661|0,0217134
instance355_m=2_n=15_l=15_c=10_s=0|677|39|677|39|6|não|0,031451|0,0136305|0,0468494
instance356_m=2_n=15_l=15_c=10_s=1|1565|38|1565|38|5|não|0,0184358|0,0081046|0,0278208
instance357_m=2_n=15_l=15_c=10_s=2|299|28|299|28|5|não|0,0141391|0,0065025|0,0216119
instance358_m=2_n=15_l=15_c=10_s=0|829|38|829|38|6|não|0,0176401|0,0094229|0,0283599
instance359_m=2_n=15_l=15_c=10_s=1|1589|38|1460|35|14|sim|0,0184717|0,0234111|0,0431102
instance360_m=2_n=15_l=15_c=10_s=2|418|36|418|36|6|não|0,0165767|0,0088542|0,0266382
instance361_m=2_n=15_l=20_c=8_s=0|870|31|870|31|5|não|0,0074307|0,0037611|0,0117967
instance362_m=2_n=15_l=20_c=8_s=1|1158|31|1158|31|5|não|0,0075318|0,0038218|0,0119732
instance363_m=2_n=15_l=20_c=8_s=2|222|24|222|24|5|não|0,0066262|0,0031775|0,010305
instance364_m=2_n=15_l=20_c=8_s=0|725|29|725|29|4|não|0,0080557|0,0031249|0,0117683
instance365_m=2_n=15_l=20_c=8_s=1|1205|29|1205|29|4|não|0,0077819|0,0032045|0,0115967
instance366_m=2_n=15_l=20_c=8_s=2|253|29|253|29|4|não|0,0072806|0,0028833|0,0107064
instance367_m=2_n=15_l=20_c=8_s=0|693|33|693|33|5|não|0,0085738|0,0036691|0,0128189
instance368_m=2_n=15_l=20_c=8_s=1|1353|34|1139|27|12|sim|0,0120746|0,0115449|0,0241044
instance369_m=2_n=15_l=20_c=8_s=2|313|34|313|34|5|não|0,0086828|0,0036836|0,0129547
instance370_m=2_n=15_l=20_c=8_s=0|968|32|968|32|5|não|0,0096126|0,0043345|0,014652
instance371_m=2_n=15_l=20_c=8_s=1|1322|32|1194|28|10|sim|0,0084252|0,0083236|0,0173065
instance372_m=2_n=15_l=20_c=8_s=2|254|26|254|26|5|não|0,0077738|0,0033854|0,0117
instance373_m=2_n=15_l=20_c=8_s=0|1141|33|1141|33|5|não|0,0095996|0,0039539|0,0141825
instance374_m=2_n=15_l=20_c=8_s=1|1445|33|1445|33|5|não|0,0087466|0,0039532|0,0133388
instance375_m=2_n=15_l=20_c=8_s=2|623|36|623|36|5|não|0,0093464|0,0042194|0,0142561
instance376_m=2_n=15_l=20_c=8_s=0|871|32|669|21|11|sim|0,009226|0,0078169|0,0174696
instance377_m=2_n=15_l=20_c=8_s=1|1335|32|988|21|11|sim|0,0081214|0,0077645|0,0163054
instance378_m=2_n=15_l=20_c=8_s=2|259|28|259|28|6|não|0,0076924|0,0042319|0,0125065
instance379_m=2_n=15_l=20_c=8_s=0|1103|36|1103|36|5|não|0,0096685|0,0042393|0,0145849
instance380_m=2_n=15_l=20_c=8_s=1|1553|36|1553|36|5|não|0,009625|0,0042278|0,0145331
instance381_m=2_n=15_l=20_c=8_s=2|344|36|344|36|5|não|0,0094438|0,0041842|0,0142867
instance382_m=2_n=15_l=20_c=8_s=0|1245|34|1245|34|5|não|0,0094377|0,0041599|0,0142627
instance383_m=2_n=15_l=20_c=8_s=1|1398|34|1398|34|5|não|0,0084656|0,0040968|0,0132245
instance384_m=2_n=15_l=20_c=8_s=2|408|30|408|30|5|não|0,0085767|0,0036775|0,0128395
instance385_m=2_n=15_l=20_c=8_s=0|1097|31|1097|31|4|não|0,0096123|0,0031735|0,0133881
instance386_m=2_n=15_l=20_c=8_s=1|1270|31|1270|31|5|não|0,0102|0,0037441|0,0145395
instance387_m=2_n=15_l=20_c=8_s=2|243|23|243|23|6|não|0,008405|0,003529|0,0124097
instance388_m=2_n=15_l=20_c=8_s=0|460|30|460|30|4|não|0,0087083|0,0028606|0,012104
instance389_m=2_n=15_l=20_c=8_s=1|1467|35|1467|35|5|não|0,0089472|0,0037886|0,0133456
instance390_m=2_n=15_l=20_c=8_s=2|295|27|295|27|5|não|0,0079581|0,0033541|0,011845
instance391_m=2_n=15_l=20_c=12_s=0|481|12|481|12|3|não|0,0037952|0,0018126|0,0060478
instance392_m=2_n=15_l=20_c=12_s=1|642|12|569|9|6|sim|0,0038009|0,0035813|0,0077241
instance393_m=2_n=15_l=20_c=12_s=2|245|11|245|11|3|não|0,0038628|0,0016045|0,005834
instance394_m=2_n=15_l=20_c=12_s=0|360|13|360|13|4|não|0,0039651|0,0019582|0,0062961
instance395_m=2_n=15_l=20_c=12_s=1|694|13|694|13|2|não|0,003943|0,0012073|0,0055226
instance396_m=2_n=15_l=20_c=12_s=2|288|13|288|13|4|não|0,0040329|0,0019973|0,0064056
instance397_m=2_n=15_l=20_c=12_s=0|653|15|475|8|5|sim|0,0039537|0,0032782|0,0074834
instance398_m=2_n=15_l=20_c=12_s=1|749|15|535|8|5|sim|0,0039337|0,0032763|0,0074612
instance399_m=2_n=15_l=20_c=12_s=2|222|11|222|11|2|não|0,003491|0,0010687|0,0048649
instance400_m=2_n=15_l=20_c=12_s=0|219|11|219|11|2|não|0,0032437|0,0009939|0,0045462
instance401_m=2_n=15_l=20_c=12_s=1|511|12|413|9|3|sim|0,0034573|0,0018491|0,0055519
instance402_m=2_n=15_l=20_c=12_s=2|153|11|153|11|2|não|0,0030157|0,0009925|0,0043094
instance403_m=2_n=15_l=20_c=12_s=0|624|13|497|9|4|sim|0,0036677|0,0023502|0,006291
instance404_m=2_n=15_l=20_c=12_s=1|702|13|627|10|6|sim|0,0036167|0,0029917|0,0068773
instance405_m=2_n=15_l=20_c=12_s=2|297|13|281|9|7|sim|0,0038632|0,0034179|0,0075553
instance406_m=2_n=15_l=20_c=12_s=0|452|14|452|14|3|não|0,0036899|0,0014222|0,0054444
instance407_m=2_n=15_l=20_c=12_s=1|720|14|720|14|3|não|0,0037369|0,001604|0,005712
instance408_m=2_n=15_l=20_c=12_s=2|280|14|276|12|6|sim|0,0036224|0,0028799|0,0068335
instance409_m=2_n=15_l=20_c=12_s=0|421|15|421|15|4|não|0,0040422|0,0020094|0,0064623
instance410_m=2_n=15_l=20_c=12_s=1|642|13|588|12|6|sim|0,0039984|0,0028703|0,0072099
instance411_m=2_n=15_l=20_c=12_s=2|227|15|227|15|4|não|0,0041173|0,0019617|0,0064535
instance412_m=2_n=15_l=20_c=12_s=0|479|14|479|14|3|não|0,003965|0,001845|0,0062299
instance413_m=2_n=15_l=20_c=12_s=1|745|14|745|14|3|não|0,0039596|0,0018466|0,0062271
instance414_m=2_n=15_l=20_c=12_s=2|275|12|275|12|3|não|0,0035107|0,0014966|0,0053365
instance415_m=2_n=15_l=20_c=12_s=0|567|15|543|13|5|sim|0,0040596|0,0031391|0,0076261
instance416_m=2_n=15_l=20_c=12_s=1|742|15|733|13|6|sim|0,0040444|0,0034228|0,0078668
instance417_m=2_n=15_l=20_c=12_s=2|236|14|236|14|4|não|0,0042781|0,0019973|0,0066516
instance418_m=2_n=15_l=20_c=12_s=0|468|17|360|11|13|sim|0,0052543|0,0087615|0,0143482
instance419_m=2_n=15_l=20_c=12_s=1|748|17|568|13|6|sim|0,0052691|0,0039685|0,0096296
instance420_m=2_n=15_l=20_c=12_s=2|268|17|266|14|7|sim|0,005199|0,0039663|0,0095049
instance421_m=2_n=15_l=20_c=15_s=0|361|2|361|2|1|não|0,0022895|0,0004696|0,0030175
instance422_m=2_n=15_l=20_c=15_s=1|373|2|373|2|1|não|0,0018949|0,0003661|0,002425
instance423_m=2_n=15_l=20_c=15_s=2|312|2|312|2|1|não|0,0018956|0,0003666|0,0024201
instance424_m=2_n=15_l=20_c=15_s=0|292|4|292|4|1|não|0,0019943|0,0004613|0,0026575
instance425_m=2_n=15_l=20_c=15_s=1|348|4|348|4|1|não|0,0019742|0,0004726|0,0026488
instance426_m=2_n=15_l=20_c=15_s=2|222|4|222|4|1|não|0,0019776|0,0004728|0,0026525
instance427_m=2_n=15_l=20_c=15_s=0|286|2|286|2|1|não|0,0019126|0,0003801|0,0024491
instance428_m=2_n=15_l=20_c=15_s=1|340|2|340|2|1|não|0,0019203|0,0003851|0,0024581
instance429_m=2_n=15_l=20_c=15_s=2|259|2|254|2|1|sim|0,0017663|0,0008424|0,002755
instance430_m=2_n=15_l=20_c=15_s=0|301|3|301|3|1|não|0,0019517|0,0004685|0,0026089
instance431_m=2_n=15_l=20_c=15_s=1|339|3|339|3|1|não|0,0019502|0,0004667|0,002609
instance432_m=2_n=15_l=20_c=15_s=2|219|3|219|3|1|não|0,0019511|0,000458|0,0025992
instance433_m=2_n=15_l=20_c=15_s=0|252|4|252|4|2|não|0,0026993|0,0008979|0,0039114
instance434_m=2_n=15_l=20_c=15_s=1|405|4|405|4|2|não|0,0019859|0,0006779|0,0028745
instance435_m=2_n=15_l=20_c=15_s=2|249|4|249|4|1|não|0,002654|0,0005638|0,0035146
instance436_m=2_n=15_l=20_c=15_s=0|321|2|321|2|1|não|0,0022841|0,0006066|0,0031498
instance437_m=2_n=15_l=20_c=15_s=1|387|2|321|1|2|sim|0,0020943|0,0014267|0,0037561
instance438_m=2_n=15_l=20_c=15_s=2|321|2|313|3|2|sim|0,0018127|0,0010853|0,0030745
instance439_m=2_n=15_l=20_c=15_s=0|302|2|302|2|1|não|0,0018255|0,000396|0,0023876
instance440_m=2_n=15_l=20_c=15_s=1|318|2|318|2|1|não|0,0018323|0,0004024|0,0024025
instance441_m=2_n=15_l=20_c=15_s=2|263|2|263|2|1|não|0,0018274|0,0003977|0,0023964
instance442_m=2_n=15_l=20_c=15_s=0|272|2|272|2|0|não|0,0027436|0,0006252|0,0035974
instance443_m=2_n=15_l=20_c=15_s=1|304|2|304|2|1|não|0,0022164|0,0003838|0,0027754
instance444_m=2_n=15_l=20_c=15_s=2|230|4|230|4|2|não|0,0024637|0,0006901|0,0033706
instance445_m=2_n=15_l=20_c=15_s=0|236|2|213|3|3|sim|0,0020534|0,0025813|0,0048322
instance446_m=2_n=15_l=20_c=15_s=1|238|1|238|1|1|não|0,0022192|0,0004749|0,002939
instance447_m=2_n=15_l=20_c=15_s=2|226|2|226|2|2|não|0,0024413|0,0005716|0,0032088
instance448_m=2_n=15_l=20_c=15_s=0|227|1|227|1|1|não|0,0021068|0,0003699|0,0026329
instance449_m=2_n=15_l=20_c=15_s=1|258|1|258|1|1|não|0,0021085|0,0003674|0,0026256
instance450_m=2_n=15_l=20_c=15_s=2|204|1|204|1|0|não|0,0021147|0,0004374|0,0027072
instance451_m=2_n=15_l=20_c=15_s=0|741|23|741|23|4|não|0,0167155|0,00905|0,0274562
instance452_m=2_n=15_l=20_c=15_s=1|1041|23|1041|23|4|não|0,0167513|0,0090851|0,0275319
instance453_m=2_n=15_l=20_c=15_s=2|284|24|284|24|4|não|0,0152983|0,0080113|0,0248104
instance454_m=2_n=15_l=20_c=15_s=0|396|23|396|23|4|não|0,016134|0,0090082|0,0268392
instance455_m=2_n=15_l=20_c=15_s=1|1006|21|947|20|7|sim|0,0166987|0,0139889|0,0320856
instance456_m=2_n=15_l=20_c=15_s=2|324|24|324|24|4|não|0,0157796|0,0085178|0,0259792
instance457_m=2_n=15_l=20_c=15_s=0|858|23|858|23|4|não|0,0150499|0,0089654|0,0256895
instance458_m=2_n=15_l=20_c=15_s=1|1092|23|1092|23|4|não|0,0150179|0,008944|0,02564
instance459_m=2_n=15_l=20_c=15_s=2|248|16|248|16|3|não|0,0125758|0,0060907|0,0200547
instance460_m=2_n=15_l=20_c=15_s=0|347|26|347|26|5|não|0,0178536|0,0101063|0,0295621
instance461_m=2_n=15_l=20_c=15_s=1|1247|27|1012|21|12|sim|0,0207985|0,025157|0,0471786
instance462_m=2_n=15_l=20_c=15_s=2|289|22|289|22|5|não|0,0208823|0,0103457|0,0330176
instance463_m=2_n=15_l=20_c=15_s=0|529|27|529|27|4|não|0,0175763|0,0096234|0,0290327
instance464_m=2_n=15_l=20_c=15_s=1|1078|26|960|23|13|sim|0,0176406|0,0331452|0,052369
instance465_m=2_n=15_l=20_c=15_s=2|247|22|247|22|4|não|0,0162113|0,0087102|0,0265439
instance466_m=2_n=15_l=20_c=15_s=0|1265|30|1111|27|18|sim|0,0257262|0,0413532|0,0688449
instance467_m=2_n=15_l=20_c=15_s=1|1279|28|1279|28|6|não|0,0249162|0,0129006|0,0395429
instance468_m=2_n=15_l=20_c=15_s=2|602|28|602|28|5|não|0,0289433|0,0121056|0,0429431
instance469_m=2_n=15_l=20_c=15_s=0|654|27|548|21|7|sim|0,0181562|0,0191759|0,0391729
instance470_m=2_n=15_l=20_c=15_s=1|1233|28|934|19|7|sim|0,0166659|0,0187599|0,0368411
instance471_m=2_n=15_l=20_c=15_s=2|314|23|314|23|5|não|0,0154575|0,0106696|0,0277954
instance472_m=2_n=15_l=20_c=15_s=0|775|23|775|23|4|não|0,0179283|0,0089247|0,0284864
instance473_m=2_n=15_l=20_c=15_s=1|929|23|929|23|4|não|0,0179243|0,0086361|0,0281769
instance474_m=2_n=15_l=20_c=15_s=2|239|23|236|22|13|sim|0,0144368|0,0247213|0,0405847
instance475_m=2_n=15_l=20_c=15_s=0|685|21|685|21|4|não|0,0143525|0,0077236|0,0235033
instance476_m=2_n=15_l=20_c=15_s=1|949|21|949|21|4|não|0,0143768|0,0077467|0,023601
instance477_m=2_n=15_l=20_c=15_s=2|240|19|240|19|4|não|0,0125233|0,0074202|0,0213166
instance478_m=2_n=15_l=20_c=15_s=0|317|25|317|25|4|não|0,0155735|0,0084307|0,0255782
instance479_m=2_n=15_l=20_c=15_s=1|1137|28|988|24|6|sim|0,0174433|0,0141481|0,0331557
instance480_m=2_n=15_l=20_c=15_s=2|200|20|200|20|4|não|0,0143197|0,0071656|0,0228213
instance481_m=3_n=15_l=15_c=5_s=0|163|23|163|23|3|não|0,0027482|0,0013124|0,0043592
instance482_m=3_n=15_l=15_c=5_s=1|697|24|639|22|7|sim|0,0029939|0,0034242|0,0067254
instance483_m=3_n=15_l=15_c=5_s=2|147|23|147|23|2|não|0,0027519|0,0010019|0,0040519
instance484_m=3_n=15_l=15_c=5_s=0|548|26|548|26|3|não|0,0030702|0,0013149|0,0046863
instance485_m=3_n=15_l=15_c=5_s=1|773|26|773|26|3|não|0,0032051|0,0013557|0,0048706
instance486_m=3_n=15_l=15_c=5_s=2|217|24|217|24|3|não|0,0030205|0,0013104|0,0046282
instance487_m=3_n=15_l=15_c=5_s=0|547|27|495|22|9|sim|0,0029913|0,0043375|0,0076132
instance488_m=3_n=15_l=15_c=5_s=1|787|27|787|27|3|não|0,0030029|0,0014109|0,0047409
instance489_m=3_n=15_l=15_c=5_s=2|151|25|151|25|3|não|0,0029588|0,0013613|0,0046402
instance490_m=3_n=15_l=15_c=5_s=0|146|19|146|19|3|não|0,0028539|0,0013574|0,0045172
instance491_m=3_n=15_l=15_c=5_s=1|679|23|679|23|3|não|0,0030636|0,0014099|0,0048015
instance492_m=3_n=15_l=15_c=5_s=2|132|19|132|19|3|não|0,0028916|0,0012984|0,0044942
