NOME_INSTANCIA|MAKESPAN|QTD_ITERACOES|INTER_MELHOR_GLOBAL|QTD_ALTER_MELHOR_GLOBAL|MELHORA_2APT|MELHORA_2SWAP|TEMPO_EXEC
instance1159_m=3_n=25_l=20_c=15_s=0_5|279|1000|836|21|1|1|225.539
instance1159_m=3_n=25_l=20_c=15_s=0_6|288|1000|454|11|1|1|223.023
instance1159_m=3_n=25_l=20_c=15_s=0_7|275|1000|775|15|1|1|223.09
instance1159_m=3_n=25_l=20_c=15_s=0_8|282|1000|157|9|1|1|220.788
instance1159_m=3_n=25_l=20_c=15_s=0_9|287|1000|339|13|1|1|223.196
instance1184_m=3_n=25_l=20_c=15_s=1_0|193|1000|388|16|1|1|195.55
instance1184_m=3_n=25_l=20_c=15_s=1_1|253|1000|250|8|1|1|195.749
instance1184_m=3_n=25_l=20_c=15_s=1_2|193|1000|348|21|1|1|197.48
instance1184_m=3_n=25_l=20_c=15_s=1_3|193|1000|198|13|1|1|193.786
instance1184_m=3_n=25_l=20_c=15_s=1_4|197|1000|659|15|1|1|196.127
instance1184_m=3_n=25_l=20_c=15_s=1_5|193|1000|391|17|1|1|195.176
instance1184_m=3_n=25_l=20_c=15_s=1_6|193|1000|286|13|1|1|195.961
instance1184_m=3_n=25_l=20_c=15_s=1_7|193|1000|851|20|1|1|195.626
instance1184_m=3_n=25_l=20_c=15_s=1_8|193|1000|114|14|1|1|192.49
instance1184_m=3_n=25_l=20_c=15_s=1_9|193|1000|791|21|1|1|197.919
instance1201_m=4_n=25_l=15_c=10_s=0_0|228|1000|503|6|1|1|174.494
instance1201_m=4_n=25_l=15_c=10_s=0_1|232|1000|398|11|1|1|175.554
instance1201_m=4_n=25_l=15_c=10_s=0_2|220|1000|970|9|1|1|174.71
instance1201_m=4_n=25_l=15_c=10_s=0_3|232|1000|984|12|1|1|176.846
instance1201_m=4_n=25_l=15_c=10_s=0_4|226|1000|440|11|1|1|176.038
instance1201_m=4_n=25_l=15_c=10_s=0_5|227|1000|465|9|1|1|174.77
instance1201_m=4_n=25_l=15_c=10_s=0_6|231|1000|935|9|1|1|175.29
instance1201_m=4_n=25_l=15_c=10_s=0_7|232|1000|773|9|1|1|175.88
instance1201_m=4_n=25_l=15_c=10_s=0_8|226|1000|927|9|1|1|175.418
instance1201_m=4_n=25_l=15_c=10_s=0_9|232|1000|849|9|1|1|176.488
instance1217_m=4_n=25_l=15_c=10_s=1_0|198|1000|904|21|1|1|174.38
instance1217_m=4_n=25_l=15_c=10_s=1_1|212|1000|543|13|1|1|175.783
instance1217_m=4_n=25_l=15_c=10_s=1_2|187|1000|149|14|1|1|174.004
instance1217_m=4_n=25_l=15_c=10_s=1_3|191|1000|660|18|1|1|174.498
instance1217_m=4_n=25_l=15_c=10_s=1_4|191|1000|636|12|1|1|174.593
instance1217_m=4_n=25_l=15_c=10_s=1_5|196|1000|854|16|1|1|174.805
instance1217_m=4_n=25_l=15_c=10_s=1_6|191|1000|436|11|1|1|173.701
instance1217_m=4_n=25_l=15_c=10_s=1_7|186|1000|933|15|1|1|175.421
instance1217_m=4_n=25_l=15_c=10_s=1_8|196|1000|411|11|1|1|174.663
instance1217_m=4_n=25_l=15_c=10_s=1_9|186|1000|291|18|1|1|173.493
instance1237_m=4_n=25_l=15_c=10_s=0_0|207|1000|466|11|1|1|169.725
instance1237_m=4_n=25_l=15_c=10_s=0_1|207|1000|939|7|1|1|169.243
instance1237_m=4_n=25_l=15_c=10_s=0_2|208|1000|328|11|1|1|169.204
instance1237_m=4_n=25_l=15_c=10_s=0_3|212|1000|878|11|1|1|170.171
instance1237_m=4_n=25_l=15_c=10_s=0_4|206|1000|285|8|1|1|169.258
instance1237_m=4_n=25_l=15_c=10_s=0_5|210|1000|254|8|1|1|170.119
instance1237_m=4_n=25_l=15_c=10_s=0_6|203|1000|829|13|1|1|168.084
instance1237_m=4_n=25_l=15_c=10_s=0_7|212|1000|706|9|1|1|169.811
instance1237_m=4_n=25_l=15_c=10_s=0_8|204|1000|346|10|1|1|169.38
instance1237_m=4_n=25_l=15_c=10_s=0_9|209|1000|251|9|1|1|169.513
instance1250_m=4_n=25_l=15_c=10_s=1_0|152|1000|187|11|1|1|168.685
instance1250_m=4_n=25_l=15_c=10_s=1_1|150|1000|743|13|1|1|169.531
instance1250_m=4_n=25_l=15_c=10_s=1_2|156|1000|199|13|1|1|168.894
instance1250_m=4_n=25_l=15_c=10_s=1_3|159|1000|609|14|1|1|170.652
instance1250_m=4_n=25_l=15_c=10_s=1_4|151|1000|299|14|1|1|168.561
instance1250_m=4_n=25_l=15_c=10_s=1_5|157|1000|513|8|1|1|169.366
instance1250_m=4_n=25_l=15_c=10_s=1_6|153|1000|992|14|1|1|169.094
instance1250_m=4_n=25_l=15_c=10_s=1_7|154|1000|553|12|1|1|169.353
instance1250_m=4_n=25_l=15_c=10_s=1_8|152|1000|664|14|1|1|169.419
instance1250_m=4_n=25_l=15_c=10_s=1_9|151|1000|911|16|1|1|169.084
instance1270_m=4_n=25_l=15_c=10_s=0_0|211|1000|745|15|1|1|177.6
instance1270_m=4_n=25_l=15_c=10_s=0_1|209|1000|686|13|1|1|176.536
instance1270_m=4_n=25_l=15_c=10_s=0_2|220|1000|721|13|1|1|178.872
instance1270_m=4_n=25_l=15_c=10_s=0_3|220|1000|873|8|1|1|178.298
instance1270_m=4_n=25_l=15_c=10_s=0_4|211|1000|744|12|1|1|176.991
instance1270_m=4_n=25_l=15_c=10_s=0_5|210|1000|569|19|1|1|177.385
instance1270_m=4_n=25_l=15_c=10_s=0_6|228|1000|910|13|1|1|178.408
instance1270_m=4_n=25_l=15_c=10_s=0_7|222|1000|975|10|1|1|178.446
instance1270_m=4_n=25_l=15_c=10_s=0_8|220|1000|311|11|1|1|177.765
instance1270_m=4_n=25_l=15_c=10_s=0_9|213|1000|717|11|1|1|175.984
instance1280_m=4_n=25_l=15_c=10_s=1_0|222|1000|857|12|1|1|176.477
instance1280_m=4_n=25_l=15_c=10_s=1_1|207|1000|969|15|1|1|175.944
instance1280_m=4_n=25_l=15_c=10_s=1_2|202|1000|937|18|1|1|176.861
instance1280_m=4_n=25_l=15_c=10_s=1_3|215|1000|901|15|1|1|179.116
instance1280_m=4_n=25_l=15_c=10_s=1_4|229|1000|292|12|1|1|177.197
instance1280_m=4_n=25_l=15_c=10_s=1_5|225|1000|628|12|1|1|178.033
instance1280_m=4_n=25_l=15_c=10_s=1_6|228|1000|841|21|1|1|177.866
instance1280_m=4_n=25_l=15_c=10_s=1_7|205|1000|187|9|1|1|175.371
instance1280_m=4_n=25_l=15_c=10_s=1_8|219|1000|899|10|1|1|176.339
instance1280_m=4_n=25_l=15_c=10_s=1_9|224|1000|570|8|1|1|176.437
instance1297_m=4_n=25_l=15_c=10_s=0_0|233|1000|968|10|1|1|172.502
instance1297_m=4_n=25_l=15_c=10_s=0_1|227|1000|492|10|1|1|172.597
instance1297_m=4_n=25_l=15_c=10_s=0_2|225|1000|372|9|1|1|171.408
instance1297_m=4_n=25_l=15_c=10_s=0_3|224|1000|269|8|1|1|172.357
instance1297_m=4_n=25_l=15_c=10_s=0_4|230|1000|982|13|1|1|172.6
instance1297_m=4_n=25_l=15_c=10_s=0_5|229|1000|643|10|1|1|171.975
instance1297_m=4_n=25_l=15_c=10_s=0_6|225|1000|287|10|1|1|173.098
instance1297_m=4_n=25_l=15_c=10_s=0_7|226|1000|541|14|1|1|172.482
instance1297_m=4_n=25_l=15_c=10_s=0_8|225|1000|692|10|1|1|172.366
instance1297_m=4_n=25_l=15_c=10_s=0_9|223|1000|869|9|1|1|171.777
instance1307_m=4_n=25_l=15_c=10_s=1_0|181|1000|812|17|1|1|170.943
instance1307_m=4_n=25_l=15_c=10_s=1_1|178|1000|623|11|1|1|171.323
instance1307_m=4_n=25_l=15_c=10_s=1_2|187|1000|984|13|1|1|171.037
instance1307_m=4_n=25_l=15_c=10_s=1_3|177|1000|192|18|1|1|170.382
instance1307_m=4_n=25_l=15_c=10_s=1_4|182|1000|848|15|1|1|171.121
instance1307_m=4_n=25_l=15_c=10_s=1_5|175|1000|578|21|1|1|171.848
instance1307_m=4_n=25_l=15_c=10_s=1_6|198|1000|814|11|1|1|172.754
instance1307_m=4_n=25_l=15_c=10_s=1_7|181|1000|293|19|1|1|171.501
instance1307_m=4_n=25_l=15_c=10_s=1_8|185|1000|748|15|1|1|171.803
instance1307_m=4_n=25_l=15_c=10_s=1_9|178|1000|439|15|1|1|170.436
instance1334_m=4_n=25_l=20_c=10_s=1_0|248|1000|211|15|1|1|181.037
instance1334_m=4_n=25_l=20_c=10_s=1_1|269|1000|786|16|1|1|184.068
instance1334_m=4_n=25_l=20_c=10_s=1_2|292|1000|320|9|1|1|181.206
instance1334_m=4_n=25_l=20_c=10_s=1_3|260|1000|421|15|1|1|182.695
instance1334_m=4_n=25_l=20_c=10_s=1_4|263|1000|683|15|1|1|182.456
instance1334_m=4_n=25_l=20_c=10_s=1_5|292|1000|107|13|1|1|181.26
instance1334_m=4_n=25_l=20_c=10_s=1_6|279|1000|488|14|1|1|183.707
instance1334_m=4_n=25_l=20_c=10_s=1_7|247|1000|470|17|1|1|182.064
instance1334_m=4_n=25_l=20_c=10_s=1_8|316|1000|888|11|1|1|184.64
instance1334_m=4_n=25_l=20_c=10_s=1_9|288|1000|682|14|1|1|183.337
instance1342_m=4_n=25_l=20_c=10_s=0_0|180|1000|15|5|1|1|182.304
instance1342_m=4_n=25_l=20_c=10_s=0_1|180|1000|218|8|1|1|183.979
instance1342_m=4_n=25_l=20_c=10_s=0_2|184|1000|910|10|1|1|184.589
instance1342_m=4_n=25_l=20_c=10_s=0_3|170|1000|955|12|1|1|184.744
instance1342_m=4_n=25_l=20_c=10_s=0_4|172|1000|499|12|1|1|184.281
instance1342_m=4_n=25_l=20_c=10_s=0_5|179|1000|947|13|1|1|184.233
instance1342_m=4_n=25_l=20_c=10_s=0_6|183|1000|602|16|1|1|184.558
instance1342_m=4_n=25_l=20_c=10_s=0_7|183|1000|498|11|1|1|183.926
instance1342_m=4_n=25_l=20_c=10_s=0_8|178|1000|202|8|1|1|183.941
instance1342_m=4_n=25_l=20_c=10_s=0_9|180|1000|940|11|1|1|183.701
instance1358_m=4_n=25_l=20_c=10_s=1_0|304|1000|879|18|1|1|190.754
instance1358_m=4_n=25_l=20_c=10_s=1_1|274|1000|407|10|1|1|190.825
instance1358_m=4_n=25_l=20_c=10_s=1_2|364|1000|837|10|1|1|191.197
instance1358_m=4_n=25_l=20_c=10_s=1_3|350|1000|804|17|1|1|192.665
instance1358_m=4_n=25_l=20_c=10_s=1_4|309|1000|812|13|1|1|189.889
instance1358_m=4_n=25_l=20_c=10_s=1_5|325|1000|315|16|1|1|190.285
instance1358_m=4_n=25_l=20_c=10_s=1_6|328|1000|932|18|1|1|192.455
instance1358_m=4_n=25_l=20_c=10_s=1_7|268|1000|677|18|1|1|188.343
instance1358_m=4_n=25_l=20_c=10_s=1_8|348|1000|621|15|1|1|191.594
instance1358_m=4_n=25_l=20_c=10_s=1_9|298|1000|924|18|1|1|190.516
instance1376_m=4_n=25_l=20_c=10_s=1_0|346|1000|755|13|1|1|192.697
instance1376_m=4_n=25_l=20_c=10_s=1_1|253|1000|437|15|1|1|190.006
instance1376_m=4_n=25_l=20_c=10_s=1_2|305|1000|766|13|1|1|192.665
instance1376_m=4_n=25_l=20_c=10_s=1_3|274|1000|975|16|1|1|191.752
instance1376_m=4_n=25_l=20_c=10_s=1_4|305|1000|835|16|1|1|192.506
instance1376_m=4_n=25_l=20_c=10_s=1_5|331|1000|588|10|1|1|191.786
instance1376_m=4_n=25_l=20_c=10_s=1_6|344|1000|312|12|1|1|193.691
instance1376_m=4_n=25_l=20_c=10_s=1_7|291|1000|818|18|1|1|192.135
instance1376_m=4_n=25_l=20_c=10_s=1_8|328|1000|661|12|1|1|191.356
instance1376_m=4_n=25_l=20_c=10_s=1_9|293|1000|750|10|1|1|192.416
instance1384_m=4_n=25_l=20_c=15_s=0_0|215|1000|929|15|1|1|214.29
instance1384_m=4_n=25_l=20_c=15_s=0_1|220|1000|924|12|1|1|217.454
instance1384_m=4_n=25_l=20_c=15_s=0_2|234|1000|652|11|1|1|216.743
instance1384_m=4_n=25_l=20_c=15_s=0_3|196|1000|249|10|1|1|211.503
instance1384_m=4_n=25_l=20_c=15_s=0_4|223|1000|914|17|1|1|214.489
instance1384_m=4_n=25_l=20_c=15_s=0_5|219|1000|462|19|1|1|215.978
instance1384_m=4_n=25_l=20_c=15_s=0_6|215|1000|526|14|1|1|214.069
instance1384_m=4_n=25_l=20_c=15_s=0_7|240|1000|683|14|1|1|218.42
instance1384_m=4_n=25_l=20_c=15_s=0_8|234|1000|744|12|1|1|218.392
instance1384_m=4_n=25_l=20_c=15_s=0_9|232|1000|488|8|1|1|218.594
instance1400_m=4_n=25_l=20_c=15_s=1_0|255|1000|294|10|1|1|216.207
instance1400_m=4_n=25_l=20_c=15_s=1_1|241|1000|889|19|1|1|217.128
instance1400_m=4_n=25_l=20_c=15_s=1_2|266|1000|461|13|1|1|216.542
instance1400_m=4_n=25_l=20_c=15_s=1_3|258|1000|859|13|1|1|214.907
instance1400_m=4_n=25_l=20_c=15_s=1_4|249|1000|958|12|1|1|218.705
instance1400_m=4_n=25_l=20_c=15_s=1_5|243|1000|534|13|1|1|214.39
instance1400_m=4_n=25_l=20_c=15_s=1_6|224|1000|642|14|1|1|215.345
instance1400_m=4_n=25_l=20_c=15_s=1_7|242|1000|701|20|1|1|215.384
instance1400_m=4_n=25_l=20_c=15_s=1_8|227|1000|370|16|1|1|214.09
instance1400_m=4_n=25_l=20_c=15_s=1_9|225|1000|790|14|1|1|211.799
instance1411_m=4_n=25_l=20_c=15_s=0_0|176|1000|562|10|1|1|191.975
instance1411_m=4_n=25_l=20_c=15_s=0_1|173|1000|925|13|1|1|193.741
instance1411_m=4_n=25_l=20_c=15_s=0_2|179|1000|456|8|1|1|193.073
instance1411_m=4_n=25_l=20_c=15_s=0_3|173|1000|334|15|1|1|191.538
instance1411_m=4_n=25_l=20_c=15_s=0_4|181|1000|562|10|1|1|193.827
instance1411_m=4_n=25_l=20_c=15_s=0_5|180|1000|942|12|1|1|192.478
instance1411_m=4_n=25_l=20_c=15_s=0_6|174|1000|874|13|1|1|193.66
instance1411_m=4_n=25_l=20_c=15_s=0_7|177|1000|252|9|1|1|192.069
instance1411_m=4_n=25_l=20_c=15_s=0_8|174|1000|921|8|1|1|192.19
instance1411_m=4_n=25_l=20_c=15_s=0_9|180|1000|858|11|1|1|193.561
instance1421_m=4_n=25_l=20_c=15_s=1_0|178|1000|415|13|1|1|192.707
instance1421_m=4_n=25_l=20_c=15_s=1_1|181|1000|394|12|1|1|191.315
instance1421_m=4_n=25_l=20_c=15_s=1_2|184|1000|985|11|1|1|192.228
instance1421_m=4_n=25_l=20_c=15_s=1_3|193|1000|403|12|1|1|191.694
instance1421_m=4_n=25_l=20_c=15_s=1_4|175|1000|475|10|1|1|192.542
instance1421_m=4_n=25_l=20_c=15_s=1_5|176|1000|882|12|1|1|191.664
instance1421_m=4_n=25_l=20_c=15_s=1_6|180|1000|657|21|1|1|191.069
instance1421_m=4_n=25_l=20_c=15_s=1_7|176|1000|202|17|1|1|189.578
instance1421_m=4_n=25_l=20_c=15_s=1_8|186|1000|385|13|1|1|190.883
instance1421_m=4_n=25_l=20_c=15_s=1_9|194|1000|892|11|1|1|192.344
instance1436_m=4_n=25_l=20_c=15_s=1_0|221|1000|730|10|1|1|190.74
instance1436_m=4_n=25_l=20_c=15_s=1_1|204|1000|680|10|1|1|188.683
instance1436_m=4_n=25_l=20_c=15_s=1_2|214|1000|217|14|1|1|187.899
instance1436_m=4_n=25_l=20_c=15_s=1_3|205|1000|795|13|1|1|191.661
instance1436_m=4_n=25_l=20_c=15_s=1_4|212|1000|610|12|1|1|191.503
instance1436_m=4_n=25_l=20_c=15_s=1_5|223|1000|477|13|1|1|191.602
instance1436_m=4_n=25_l=20_c=15_s=1_6|216|1000|589|13|1|1|197.897
instance1436_m=4_n=25_l=20_c=15_s=1_7|206|1000|576|17|1|1|195.277
instance1436_m=4_n=25_l=20_c=15_s=1_8|221|1000|878|10|1|1|195.719
instance1436_m=4_n=25_l=20_c=15_s=1_9|214|1000|996|14|1|1|199.911
instance1440_m=4_n=25_l=20_c=15_s=2_0|128|1000|545|6|1|1|204.805
instance1440_m=4_n=25_l=20_c=15_s=2_1|128|1000|657|9|1|1|201.258
instance1440_m=4_n=25_l=20_c=15_s=2_2|128|1000|855|5|1|1|208.645
instance1440_m=4_n=25_l=20_c=15_s=2_3|128|1000|337|6|1|1|204.036
instance1440_m=4_n=25_l=20_c=15_s=2_4|128|1000|567|8|1|1|206.849
instance1440_m=4_n=25_l=20_c=15_s=2_5|129|1000|138|6|1|1|206.168
instance1440_m=4_n=25_l=20_c=15_s=2_6|129|1000|27|4|1|1|230.04
instance1440_m=4_n=25_l=20_c=15_s=2_7|128|1000|156|4|1|1|223.731
instance1440_m=4_n=25_l=20_c=15_s=2_8|128|1000|302|5|1|1|224.184
instance1440_m=4_n=25_l=20_c=15_s=2_9|128|1000|183|8|1|1|207.234
instance721_m=2_n=25_l=15_c=10_s=0_0|425|1000|65|10|1|1|187.089
instance721_m=2_n=25_l=15_c=10_s=0_1|449|1000|273|7|1|1|202.387
instance721_m=2_n=25_l=15_c=10_s=0_2|453|1000|979|13|1|1|190.336
instance721_m=2_n=25_l=15_c=10_s=0_3|423|1000|530|11|1|1|185.926
instance721_m=2_n=25_l=15_c=10_s=0_4|444|1000|384|8|1|1|187.841
instance721_m=2_n=25_l=15_c=10_s=0_5|447|1000|182|8|1|1|190.483
instance721_m=2_n=25_l=15_c=10_s=0_6|445|1000|303|13|1|1|189.617
instance721_m=2_n=25_l=15_c=10_s=0_7|423|1000|495|17|1|1|187.313
instance721_m=2_n=25_l=15_c=10_s=0_8|422|1000|109|12|1|1|187.275
instance721_m=2_n=25_l=15_c=10_s=0_9|445|1000|249|7|1|1|186.453
instance761_m=2_n=25_l=15_c=10_s=1_0|581|1000|104|12|1|1|176.857
instance761_m=2_n=25_l=15_c=10_s=1_1|581|1000|429|13|1|1|179.393
instance761_m=2_n=25_l=15_c=10_s=1_2|585|1000|19|8|1|1|177.401
instance761_m=2_n=25_l=15_c=10_s=1_3|581|1000|477|10|1|1|179.641
instance761_m=2_n=25_l=15_c=10_s=1_4|582|1000|831|9|1|1|177.926
instance761_m=2_n=25_l=15_c=10_s=1_5|581|1000|45|7|1|1|175.169
instance761_m=2_n=25_l=15_c=10_s=1_6|581|1000|223|14|1|1|177.628
instance761_m=2_n=25_l=15_c=10_s=1_7|581|1000|23|12|1|1|179.001
instance761_m=2_n=25_l=15_c=10_s=1_8|583|1000|446|14|1|1|182.292
instance761_m=2_n=25_l=15_c=10_s=1_9|581|1000|181|15|1|1|183.157
instance794_m=2_n=25_l=15_c=10_s=1_0|537|1000|146|13|1|1|191.055
instance794_m=2_n=25_l=15_c=10_s=1_1|537|1000|370|11|1|1|190.006
instance794_m=2_n=25_l=15_c=10_s=1_2|538|1000|67|10|1|1|186.742
instance794_m=2_n=25_l=15_c=10_s=1_3|544|1000|584|13|1|1|190.519
instance794_m=2_n=25_l=15_c=10_s=1_4|537|1000|913|11|1|1|187.945
instance794_m=2_n=25_l=15_c=10_s=1_5|537|1000|32|12|1|1|186.654
instance794_m=2_n=25_l=15_c=10_s=1_6|538|1000|15|11|1|1|185.483
instance794_m=2_n=25_l=15_c=10_s=1_7|538|1000|219|15|1|1|188.332
instance794_m=2_n=25_l=15_c=10_s=1_8|537|1000|97|10|1|1|189.331
instance794_m=2_n=25_l=15_c=10_s=1_9|537|1000|474|11|1|1|189.987
instance836_m=2_n=25_l=15_c=10_s=1_0|479|1000|647|13|1|1|182.184
instance836_m=2_n=25_l=15_c=10_s=1_1|511|1000|226|8|1|1|185.229
instance836_m=2_n=25_l=15_c=10_s=1_2|478|1000|983|14|1|1|184.966
instance836_m=2_n=25_l=15_c=10_s=1_3|511|1000|127|13|1|1|184.579
instance836_m=2_n=25_l=15_c=10_s=1_4|479|1000|330|15|1|1|185.605
instance836_m=2_n=25_l=15_c=10_s=1_5|478|1000|624|18|1|1|188.78
instance836_m=2_n=25_l=15_c=10_s=1_6|511|1000|432|16|1|1|184.84
instance836_m=2_n=25_l=15_c=10_s=1_7|478|1000|118|12|1|1|185.935
instance836_m=2_n=25_l=15_c=10_s=1_8|478|1000|158|15|1|1|183.389
instance836_m=2_n=25_l=15_c=10_s=1_9|511|1000|5|4|1|1|181.615
instance878_m=2_n=25_l=20_c=10_s=1_0|833|1000|176|14|1|1|209.092
instance878_m=2_n=25_l=20_c=10_s=1_1|833|1000|520|17|1|1|210.149
instance878_m=2_n=25_l=20_c=10_s=1_2|846|1000|289|11|1|1|209.148
instance878_m=2_n=25_l=20_c=10_s=1_3|837|1000|749|10|1|1|214.866
instance878_m=2_n=25_l=20_c=10_s=1_4|919|1000|559|11|1|1|213.358
instance878_m=2_n=25_l=20_c=10_s=1_5|886|1000|180|13|1|1|210.096
instance878_m=2_n=25_l=20_c=10_s=1_6|846|1000|982|9|1|1|209.038
instance878_m=2_n=25_l=20_c=10_s=1_7|879|1000|48|10|1|1|208.081
instance878_m=2_n=25_l=20_c=10_s=1_8|835|1000|30|11|1|1|209.684
instance878_m=2_n=25_l=20_c=10_s=1_9|883|1000|969|11|1|1|207.526
instance917_m=2_n=25_l=20_c=15_s=1_0|692|1000|591|9|1|1|249.183
instance917_m=2_n=25_l=20_c=15_s=1_1|675|1000|802|13|1|1|247.574
instance917_m=2_n=25_l=20_c=15_s=1_2|585|1000|417|20|1|1|247.226
instance917_m=2_n=25_l=20_c=15_s=1_3|648|1000|17|6|1|1|236.981
instance917_m=2_n=25_l=20_c=15_s=1_4|636|1000|896|15|1|1|248.471
instance917_m=2_n=25_l=20_c=15_s=1_5|658|1000|104|12|1|1|246.438
instance917_m=2_n=25_l=20_c=15_s=1_6|652|1000|305|9|1|1|250.841
instance917_m=2_n=25_l=20_c=15_s=1_7|627|1000|154|11|1|1|240.915
instance917_m=2_n=25_l=20_c=15_s=1_8|627|1000|849|12|1|1|242.824
instance917_m=2_n=25_l=20_c=15_s=1_9|654|1000|376|13|1|1|251.556
instance950_m=2_n=25_l=20_c=15_s=1_0|638|1000|870|13|1|1|213.93
instance950_m=2_n=25_l=20_c=15_s=1_1|608|1000|27|9|1|1|208.737
instance950_m=2_n=25_l=20_c=15_s=1_2|605|1000|290|13|1|1|213.496
instance950_m=2_n=25_l=20_c=15_s=1_3|607|1000|54|12|1|1|208.027
instance950_m=2_n=25_l=20_c=15_s=1_4|605|1000|924|14|1|1|210.921
instance950_m=2_n=25_l=20_c=15_s=1_5|609|1000|329|10|1|1|214.833
instance950_m=2_n=25_l=20_c=15_s=1_6|606|1000|159|13|1|1|212.772
instance950_m=2_n=25_l=20_c=15_s=1_7|605|1000|708|17|1|1|211.617
instance950_m=2_n=25_l=20_c=15_s=1_8|607|1000|27|9|1|1|206
instance950_m=2_n=25_l=20_c=15_s=1_9|605|1000|369|14|1|1|209.953
instance983_m=3_n=25_l=15_c=10_s=1_0|367|1000|837|12|1|1|182.44
instance983_m=3_n=25_l=15_c=10_s=1_1|390|1000|174|16|1|1|181.867
instance983_m=3_n=25_l=15_c=10_s=1_2|412|1000|361|10|1|1|184.079
instance983_m=3_n=25_l=15_c=10_s=1_3|367|1000|146|18|1|1|179.922
instance983_m=3_n=25_l=15_c=10_s=1_4|376|1000|223|16|1|1|182.275
instance983_m=3_n=25_l=15_c=10_s=1_5|390|1000|179|9|1|1|181.351
instance983_m=3_n=25_l=15_c=10_s=1_6|405|1000|979|17|1|1|183.648
instance983_m=3_n=25_l=15_c=10_s=1_7|395|1000|799|10|1|1|182.866
instance983_m=3_n=25_l=15_c=10_s=1_8|367|1000|114|13|1|1|181.148
instance983_m=3_n=25_l=15_c=10_s=1_9|396|1000|736|13|1|1|183.963
instance108_m=2_n=8_l=15_c=10_s=2_0|135|1000|1|2|1|1|24.4937
instance108_m=2_n=8_l=15_c=10_s=2_1|135|1000|0|1|1|1|25.1177
instance108_m=2_n=8_l=15_c=10_s=2_2|135|1000|949|3|1|1|24.4384
instance108_m=2_n=8_l=15_c=10_s=2_3|135|1000|2|2|1|1|24.5854
instance108_m=2_n=8_l=15_c=10_s=2_4|135|1000|4|2|1|1|24.8611
instance108_m=2_n=8_l=15_c=10_s=2_5|135|1000|94|2|1|1|25.2029
instance108_m=2_n=8_l=15_c=10_s=2_6|135|1000|6|3|1|1|25.2049
instance108_m=2_n=8_l=15_c=10_s=2_7|135|1000|338|2|1|1|25.6181
instance108_m=2_n=8_l=15_c=10_s=2_8|135|1000|24|2|1|1|25.369
instance108_m=2_n=8_l=15_c=10_s=2_9|135|1000|71|3|1|1|25.6406
instance111_m=2_n=8_l=15_c=10_s=2_0|82|1000|8|3|1|1|24.9941
instance111_m=2_n=8_l=15_c=10_s=2_1|82|1000|2|2|1|1|25.4187
instance111_m=2_n=8_l=15_c=10_s=2_2|82|1000|1|2|1|1|24.8007
instance111_m=2_n=8_l=15_c=10_s=2_3|82|1000|0|1|1|1|25.3138
instance111_m=2_n=8_l=15_c=10_s=2_4|82|1000|4|2|1|1|25.4696
instance111_m=2_n=8_l=15_c=10_s=2_5|82|1000|25|2|1|1|25.7627
instance111_m=2_n=8_l=15_c=10_s=2_6|82|1000|2|2|1|1|25.3716
instance111_m=2_n=8_l=15_c=10_s=2_7|82|1000|1|2|1|1|26.6646
instance111_m=2_n=8_l=15_c=10_s=2_8|82|1000|0|1|1|1|27.3329
instance111_m=2_n=8_l=15_c=10_s=2_9|82|1000|1|2|1|1|26.419
instance116_m=2_n=8_l=15_c=10_s=1_0|295|1000|10|3|1|1|24.7016
instance116_m=2_n=8_l=15_c=10_s=1_1|295|1000|19|3|1|1|24.2897
instance116_m=2_n=8_l=15_c=10_s=1_2|295|1000|27|3|1|1|24.6275
instance116_m=2_n=8_l=15_c=10_s=1_3|295|1000|1|2|1|1|23.57
instance116_m=2_n=8_l=15_c=10_s=1_4|295|1000|8|3|1|1|23.7256
instance116_m=2_n=8_l=15_c=10_s=1_5|295|1000|2|3|1|1|23.9201
instance116_m=2_n=8_l=15_c=10_s=1_6|295|1000|3|2|1|1|24.1671
instance116_m=2_n=8_l=15_c=10_s=1_7|295|1000|12|2|1|1|24.4829
instance116_m=2_n=8_l=15_c=10_s=1_8|295|1000|1|2|1|1|23.798
instance116_m=2_n=8_l=15_c=10_s=1_9|295|1000|36|2|1|1|24.3375
instance135_m=2_n=8_l=20_c=10_s=2_0|147|1000|0|1|1|1|32.8965
instance135_m=2_n=8_l=20_c=10_s=2_1|145|1000|25|5|1|1|34.1761
instance135_m=2_n=8_l=20_c=10_s=2_2|145|1000|3|3|1|1|33.3153
instance135_m=2_n=8_l=20_c=10_s=2_3|145|1000|44|5|1|1|33.9125
instance135_m=2_n=8_l=20_c=10_s=2_4|145|1000|52|4|1|1|33.1931
instance135_m=2_n=8_l=20_c=10_s=2_5|145|1000|1|2|1|1|34.6212
instance135_m=2_n=8_l=20_c=10_s=2_6|145|1000|21|3|1|1|33.1887
instance135_m=2_n=8_l=20_c=10_s=2_7|145|1000|6|4|1|1|30.3959
instance135_m=2_n=8_l=20_c=10_s=2_8|145|1000|537|3|1|1|32.3723
instance135_m=2_n=8_l=20_c=10_s=2_9|145|1000|33|3|1|1|32.7756
instance138_m=2_n=8_l=20_c=10_s=2_0|87|1000|102|3|1|1|34.1145
instance138_m=2_n=8_l=20_c=10_s=2_1|87|1000|0|1|1|1|33.3656
