NOME_SOLU|VAL_SOLUCAO_INICIAL|QTD_TROCAS_SOL_INCIAL|VAL_SOLUCAO_POS_REFI|QTD_TROCAS_POS_REFI|QTD_ITERACOES|HOUVE_MELHORA|TEMPO_HC|TEMPO_REF|TEMPO_TOTAL 
instanceLarge116_m=3_n=50_l=40_c=30_s=1|8774|360|6879|286|38|sim|9,68568|5,74142|15,5072
instanceLarge117_m=3_n=50_l=40_c=30_s=2|786|324|786|324|15|não|7,95966|1,55731|9,61262
instanceLarge118_m=3_n=50_l=40_c=30_s=0|4493|360|3846|296|55|sim|9,18522|6,9571|16,2252
instanceLarge119_m=3_n=50_l=40_c=30_s=1|8513|360|8513|360|15|não|9,37018|1,60482|11,0738
instanceLarge11_m=3_n=50_l=30_c=10_s=1|6453|258|6453|258|14|não|0,737037|0,096573|0,839943
instanceLarge120_m=3_n=50_l=40_c=30_s=2|708|325|690|301|73|sim|7,3431|7,1012|14,5298
instanceLarge121_m=4_n=50_l=30_c=10_s=0|3121|234|2649|195|23|sim|0,412494|0,181982|0,599523
instanceLarge122_m=4_n=50_l=30_c=10_s=1|4281|227|3890|201|17|sim|0,41904|0,129743|0,554042
instanceLarge123_m=4_n=50_l=30_c=10_s=2|429|207|427|204|14|sim|0,320044|0,0893899|0,414743
instanceLarge124_m=4_n=50_l=30_c=10_s=0|1267|228|1233|225|21|sim|0,454905|0,130531|0,590788
instanceLarge125_m=4_n=50_l=30_c=10_s=1|4371|228|3408|177|70|sim|0,470688|0,523194|0,99876
instanceLarge126_m=4_n=50_l=30_c=10_s=2|435|196|433|192|16|sim|0,320831|0,0917675|0,417531
instanceLarge127_m=4_n=50_l=30_c=10_s=0|1245|228|1020|176|43|sim|0,451095|0,326703|0,782638
instanceLarge128_m=4_n=50_l=30_c=10_s=1|4264|230|3579|188|51|sim|0,473648|0,387642|0,866583
instanceLarge129_m=4_n=50_l=30_c=10_s=2|447|206|447|206|11|não|0,36409|0,0689321|0,438572
instanceLarge12_m=3_n=50_l=30_c=10_s=2|597|224|597|224|15|não|0,565464|0,0938608|0,665048
instanceLarge130_m=4_n=50_l=30_c=10_s=0|2159|238|1715|184|33|sim|0,435532|0,266909|0,707412
instanceLarge131_m=4_n=50_l=30_c=10_s=1|4515|242|3331|172|54|sim|0,429148|0,418256|0,852163
instanceLarge132_m=4_n=50_l=30_c=10_s=2|424|203|424|203|10|não|0,349672|0,0612489|0,416436
instanceLarge133_m=4_n=50_l=30_c=10_s=0|1946|230|1685|190|67|sim|0,473635|0,468143|0,947169
instanceLarge134_m=4_n=50_l=30_c=10_s=1|4387|233|3486|182|63|sim|0,488163|0,485546|0,978843
instanceLarge135_m=4_n=50_l=30_c=10_s=2|483|204|483|204|11|não|0,370076|0,0636022|0,439223
instanceLarge136_m=4_n=50_l=30_c=10_s=0|3167|235|2507|179|61|sim|0,421573|0,424349|0,850618
instanceLarge137_m=4_n=50_l=30_c=10_s=1|4482|235|3726|189|27|sim|0,41525|0,218844|0,638871
instanceLarge138_m=4_n=50_l=30_c=10_s=2|458|207|458|207|10|não|0,31588|0,0610579|0,382226
instanceLarge139_m=4_n=50_l=30_c=10_s=0|830|229|756|191|44|sim|0,393194|0,323611|0,722066
instanceLarge13_m=3_n=50_l=30_c=10_s=0|3818|259|3818|259|14|não|0,692641|0,10623|0,80913
instanceLarge140_m=4_n=50_l=30_c=10_s=1|4519|237|3247|168|53|sim|0,510827|0,409306|0,924706
instanceLarge141_m=4_n=50_l=30_c=10_s=2|410|196|409|193|18|sim|0,307374|0,103407|0,415758
instanceLarge142_m=4_n=50_l=30_c=10_s=0|2292|237|1647|158|109|sim|0,457809|0,748156|1,21056
instanceLarge143_m=4_n=50_l=30_c=10_s=1|4327|232|3721|193|40|sim|0,469287|0,284894|0,759309
instanceLarge144_m=4_n=50_l=30_c=10_s=2|399|197|399|197|11|não|0,335476|0,0644617|0,405206
instanceLarge145_m=4_n=50_l=30_c=10_s=0|3796|228|3121|185|30|sim|0,44275|0,253359|0,701399
instanceLarge146_m=4_n=50_l=30_c=10_s=1|4386|228|3692|183|28|sim|0,440992|0,250115|0,696107
instanceLarge147_m=4_n=50_l=30_c=10_s=2|594|228|591|227|21|sim|0,400119|0,133399|0,539144
instanceLarge148_m=4_n=50_l=30_c=10_s=0|2895|227|2272|171|29|sim|0,414969|0,244363|0,664027
instanceLarge149_m=4_n=50_l=30_c=10_s=1|4313|228|3041|155|52|sim|0,415714|0,419665|0,839893
instanceLarge14_m=3_n=50_l=30_c=10_s=1|6458|260|6458|260|14|não|0,69388|0,0996091|0,79999
instanceLarge150_m=4_n=50_l=30_c=10_s=2|395|184|395|184|11|não|0,293508|0,0614421|0,359945
instanceLarge151_m=4_n=50_l=30_c=20_s=0|1709|188|1187|110|76|sim|0,864384|1,10156|1,97375
instanceLarge152_m=4_n=50_l=30_c=20_s=1|3681|181|2633|127|44|sim|0,927281|0,752841|1,68917
instanceLarge153_m=4_n=50_l=30_c=20_s=2|468|153|466|145|17|sim|0,651389|0,243835|0,906483
instanceLarge154_m=4_n=50_l=30_c=20_s=0|1443|193|1109|133|44|sim|0,963596|0,836765|1,81037
instanceLarge155_m=4_n=50_l=30_c=20_s=1|3790|187|2775|142|33|sim|0,965392|0,637634|1,61441
instanceLarge156_m=4_n=50_l=30_c=20_s=2|473|177|473|177|10|não|0,802206|0,169459|0,98649
instanceLarge157_m=4_n=50_l=30_c=20_s=0|2169|192|1738|149|52|sim|0,870761|0,830815|1,71312
instanceLarge158_m=4_n=50_l=30_c=20_s=1|3785|190|2631|128|36|sim|0,881845|0,739987|1,63272
instanceLarge159_m=4_n=50_l=30_c=20_s=2|457|165|457|165|10|não|0,699326|0,152991|0,865994
instanceLarge15_m=3_n=50_l=30_c=10_s=2|581|226|579|224|23|sim|0,513975|0,168225|0,688376
instanceLarge160_m=4_n=50_l=30_c=20_s=0|2883|193|1925|118|28|sim|0,962956|0,588189|1,56042
instanceLarge161_m=4_n=50_l=30_c=20_s=1|3668|192|2580|129|33|sim|0,962748|0,656887|1,6305
instanceLarge162_m=4_n=50_l=30_c=20_s=2|402|167|402|167|11|não|0,753965|0,178047|0,94666
instanceLarge163_m=4_n=50_l=30_c=20_s=0|1714|194|1517|165|18|sim|1,01424|0,331221|1,35678
instanceLarge164_m=4_n=50_l=30_c=20_s=1|3752|195|2566|124|40|sim|0,996889|0,682354|1,68851
instanceLarge165_m=4_n=50_l=30_c=20_s=2|400|173|400|173|10|não|0,812746|0,152243|0,978885
instanceLarge166_m=4_n=50_l=30_c=20_s=0|1766|184|1239|118|44|sim|0,930064|0,787748|1,72698
instanceLarge167_m=4_n=50_l=30_c=20_s=1|3645|188|2529|123|36|sim|0,944138|0,718517|1,67338
instanceLarge168_m=4_n=50_l=30_c=20_s=2|410|161|410|161|10|não|0,709946|0,14579|0,868492
instanceLarge169_m=4_n=50_l=30_c=20_s=0|1815|193|1417|146|24|sim|0,931515|0,467704|1,41095
instanceLarge16_m=3_n=50_l=30_c=10_s=0|711|245|711|245|15|não|0,530737|0,107133|0,644379
instanceLarge170_m=4_n=50_l=30_c=20_s=1|3597|191|2966|152|19|sim|0,978339|0,364363|1,35383
instanceLarge171_m=4_n=50_l=30_c=20_s=2|423|162|423|162|9|não|0,683562|0,130686|0,826855
instanceLarge172_m=4_n=50_l=30_c=20_s=0|2788|198|2311|159|20|sim|0,872813|0,402589|1,28747
instanceLarge173_m=4_n=50_l=30_c=20_s=1|3588|198|2695|145|37|sim|0,88437|0,703594|1,59954
instanceLarge174_m=4_n=50_l=30_c=20_s=2|405|159|405|159|9|não|0,655689|0,116495|0,783408
instanceLarge175_m=4_n=50_l=30_c=20_s=0|1218|188|894|115|64|sim|0,856351|0,970659|1,83534
instanceLarge176_m=4_n=50_l=30_c=20_s=1|3763|187|2460|119|40|sim|0,898549|0,653279|1,5607
instanceLarge177_m=4_n=50_l=30_c=20_s=2|429|157|429|157|9|não|0,670187|0,117835|0,799489
instanceLarge178_m=4_n=50_l=30_c=20_s=0|2322|187|1697|125|55|sim|0,871174|0,977554|1,85786
instanceLarge179_m=4_n=50_l=30_c=20_s=1|3694|190|2664|128|30|sim|0,870765|0,569213|1,45032
instanceLarge17_m=3_n=50_l=30_c=10_s=1|6725|272|4943|195|74|sim|0,701658|0,61812|1,32534
instanceLarge180_m=4_n=50_l=30_c=20_s=2|511|163|511|163|10|não|0,709825|0,139897|0,862213
instanceLarge181_m=4_n=50_l=40_c=30_s=0|414|72|414|72|7|não|0,271323|0,0676086|0,347037
instanceLarge182_m=4_n=50_l=40_c=30_s=1|2048|92|1658|73|23|sim|0,329649|0,253429|0,589942
instanceLarge183_m=4_n=50_l=40_c=30_s=2|414|72|414|72|7|não|0,268155|0,0669936|0,343152
instanceLarge184_m=4_n=50_l=40_c=30_s=0|1218|101|935|66|14|sim|0,397853|0,184363|0,5896
instanceLarge185_m=4_n=50_l=40_c=30_s=1|2360|111|1514|65|27|sim|0,412149|0,36674|0,786346
instanceLarge186_m=4_n=50_l=40_c=30_s=2|374|88|374|88|7|não|0,303103|0,0666027|0,377893
instanceLarge187_m=4_n=50_l=40_c=30_s=0|1682|103|1216|67|31|sim|0,485904|0,341204|0,832129
instanceLarge188_m=4_n=50_l=40_c=30_s=1|2151|103|1483|63|29|sim|0,478481|0,369285|0,854808
instanceLarge189_m=4_n=50_l=40_c=30_s=2|394|80|394|80|8|não|0,319958|0,0647829|0,391555
instanceLarge18_m=3_n=50_l=30_c=10_s=2|631|233|628|230|28|sim|0,535102|0,199965|0,741369
instanceLarge190_m=4_n=50_l=40_c=30_s=0|1396|106|1013|62|24|sim|0,44427|0,356692|0,80696
instanceLarge191_m=4_n=50_l=40_c=30_s=1|2134|103|2134|103|6|não|0,441375|0,0802903|0,532396
instanceLarge192_m=4_n=50_l=40_c=30_s=2|390|84|390|84|6|não|0,309142|0,0587377|0,375864
instanceLarge193_m=4_n=50_l=40_c=30_s=0|1672|92|1141|60|44|sim|0,383389|0,460063|0,849882
instanceLarge194_m=4_n=50_l=40_c=30_s=1|2114|92|1490|65|23|sim|0,383836|0,295899|0,686691
instanceLarge195_m=4_n=50_l=40_c=30_s=2|366|83|366|83|7|não|0,304445|0,0592824|0,370764
instanceLarge196_m=4_n=50_l=40_c=30_s=0|1650|95|1367|75|29|sim|0,403512|0,333375|0,744809
instanceLarge197_m=4_n=50_l=40_c=30_s=1|2174|100|1411|57|50|sim|0,404704|0,545993|0,956228
instanceLarge198_m=4_n=50_l=40_c=30_s=2|439|88|439|88|7|não|0,345799|0,0657683|0,419514
instanceLarge199_m=4_n=50_l=40_c=30_s=0|1342|100|943|60|26|sim|0,406698|0,363856|0,776471
instanceLarge19_m=3_n=50_l=30_c=10_s=0|4627|259|3574|192|67|sim|0,67618|0,558953|1,24078
instanceLarge1_m=3_n=50_l=30_c=10_s=0|4637|253|3979|214|40|sim|0,661323|0,328337|0,995675
instanceLarge200_m=4_n=50_l=40_c=30_s=1|2294|100|1465|63|28|sim|0,407526|0,425788|0,84105
instanceLarge201_m=4_n=50_l=40_c=30_s=2|434|82|434|82|6|não|0,320351|0,0741354|0,404841
instanceLarge202_m=4_n=50_l=40_c=30_s=0|1271|104|870|63|21|sim|0,499679|0,33308|0,840413
instanceLarge203_m=4_n=50_l=40_c=30_s=1|2164|105|1590|70|27|sim|0,50302|0,348345|0,858921
instanceLarge204_m=4_n=50_l=40_c=30_s=2|363|65|363|65|8|não|0,336702|0,0655919|0,409304
instanceLarge205_m=4_n=50_l=40_c=30_s=0|594|88|594|88|8|não|0,452534|0,0960076|0,559533
instanceLarge206_m=4_n=50_l=40_c=30_s=1|2208|102|1609|71|23|sim|0,486909|0,308519|0,803512
instanceLarge207_m=4_n=50_l=40_c=30_s=2|437|88|437|88|8|não|0,345264|0,0774812|0,430973
instanceLarge208_m=4_n=50_l=40_c=30_s=0|1299|99|1226|83|10|sim|0,343664|0,153637|0,506042
instanceLarge209_m=4_n=50_l=40_c=30_s=1|2131|99|1372|58|39|sim|0,340783|0,368808|0,715067
instanceLarge20_m=3_n=50_l=30_c=10_s=1|6262|258|5337|217|32|sim|0,662715|0,273757|0,942374
instanceLarge210_m=4_n=50_l=40_c=30_s=2|399|73|399|73|7|não|0,256789|0,0635459|0,327988
instanceLarge211_m=4_n=50_l=40_c=30_s=0|2944|335|2205|246|60|sim|5,80316|6,69597|12,5642
instanceLarge212_m=4_n=50_l=40_c=30_s=1|6130|332|4849|253|36|sim|5,87497|4,31721|10,2567
instanceLarge213_m=4_n=50_l=40_c=30_s=2|606|287|606|287|11|não|4,70315|0,912049|5,68885
instanceLarge214_m=4_n=50_l=40_c=30_s=0|2391|333|2391|333|11|não|5,71473|1,05871|6,8586
instanceLarge215_m=4_n=50_l=40_c=30_s=1|6208|336|5039|266|27|sim|5,78424|3,28658|9,14043
instanceLarge216_m=4_n=50_l=40_c=30_s=2|527|295|527|295|11|não|4,49968|0,942871|5,51775
instanceLarge217_m=4_n=50_l=40_c=30_s=0|4493|331|3267|236|45|sim|5,85227|4,96002|10,8722
instanceLarge218_m=4_n=50_l=40_c=30_s=1|6425|337|5442|285|21|sim|5,91253|2,51473|8,49903
instanceLarge219_m=4_n=50_l=40_c=30_s=2|551|297|550|290|21|sim|4,65789|2,00279|6,7367
instanceLarge21_m=3_n=50_l=30_c=10_s=2|521|222|521|222|15|não|0,496913|0,0914691|0,593948
instanceLarge220_m=4_n=50_l=40_c=30_s=0|1671|320|1671|320|11|não|5,77266|1,06282|6,92087
instanceLarge221_m=4_n=50_l=40_c=30_s=1|6175|333|4591|248|40|sim|6,35793|4,37604|10,7988
instanceLarge222_m=4_n=50_l=40_c=30_s=2|443|280|443|280|11|não|4,28005|0,848978|5,19893
instanceLarge223_m=4_n=50_l=40_c=30_s=0|5120|337|3845|250|43|sim|6,11515|4,93959|11,1191
instanceLarge224_m=4_n=50_l=40_c=30_s=1|6536|341|4931|262|31|sim|6,20337|3,62322|9,89443
instanceLarge225_m=4_n=50_l=40_c=30_s=2|398|283|398|283|11|não|4,53233|0,900973|5,50528
instanceLarge226_m=4_n=50_l=40_c=30_s=0|4937|343|3644|246|65|sim|6,33379|6,93726|13,3354
instanceLarge227_m=4_n=50_l=40_c=30_s=1|6313|343|4454|235|47|sim|6,49584|5,54759|12,1058
instanceLarge228_m=4_n=50_l=40_c=30_s=2|442|294|441|290|15|sim|4,78513|1,38513|6,24942
instanceLarge229_m=4_n=50_l=40_c=30_s=0|2651|330|1972|232|61|sim|5,94574|6,99132|12,9981
instanceLarge22_m=3_n=50_l=30_c=10_s=0|1907|258|1662|215|33|sim|0,693578|0,294396|0,994077
instanceLarge230_m=4_n=50_l=40_c=30_s=1|5997|333|4443|243|37|sim|6,03954|4,5571|10,6602
instanceLarge231_m=4_n=50_l=40_c=30_s=2|447|282|444|277|12|sim|4,63004|1,11308|5,81938
instanceLarge232_m=4_n=50_l=40_c=30_s=0|596|298|596|298|12|não|4,4573|1,05741|5,5956
instanceLarge233_m=4_n=50_l=40_c=30_s=1|5998|324|5265|283|26|sim|6,11197|2,8484|9,03453
instanceLarge234_m=4_n=50_l=40_c=30_s=2|440|293|440|293|11|não|4,43573|0,9921|5,50831
instanceLarge235_m=4_n=50_l=40_c=30_s=0|2277|333|1829|253|28|sim|5,79195|3,56888|9,42844
instanceLarge236_m=4_n=50_l=40_c=30_s=1|6356|338|4996|264|37|sim|6,13994|4,57597|10,7833
instanceLarge237_m=4_n=50_l=40_c=30_s=2|459|283|459|283|11|não|4,31364|0,907695|5,29545
instanceLarge238_m=4_n=50_l=40_c=30_s=0|2067|338|1573|241|45|sim|5,42665|5,46|10,9468
instanceLarge239_m=4_n=50_l=40_c=30_s=1|6125|327|6125|327|11|não|5,79487|1,03389|6,91301
instanceLarge23_m=3_n=50_l=30_c=10_s=1|6536|265|6536|265|14|não|0,7014|0,0993442|0,807225
instanceLarge240_m=4_n=50_l=40_c=30_s=2|489|293|489|293|11|não|4,22549|0,913523|5,21478
instanceLarge241_m=5_n=50_l=30_c=10_s=0|422|198|422|198|8|não|0,246412|0,0455304|0,296931
instanceLarge242_m=5_n=50_l=30_c=10_s=1|3622|223|2763|174|36|sim|0,309821|0,254646|0,569193
instanceLarge243_m=5_n=50_l=30_c=10_s=2|378|190|378|190|8|não|0,242394|0,0492314|0,296821
instanceLarge244_m=5_n=50_l=30_c=10_s=0|2794|215|2755|213|17|sim|0,327818|0,104864|0,437999
instanceLarge245_m=5_n=50_l=30_c=10_s=1|3267|215|2671|170|47|sim|0,327037|0,345654|0,677453
instanceLarge246_m=5_n=50_l=30_c=10_s=2|352|195|352|195|8|não|0,272846|0,0461423|0,323948
instanceLarge247_m=5_n=50_l=30_c=10_s=0|2716|219|1912|151|66|sim|0,305925|0,498144|0,80845
instanceLarge248_m=5_n=50_l=30_c=10_s=1|3421|219|2817|179|26|sim|0,308965|0,205838|0,519538
instanceLarge249_m=5_n=50_l=30_c=10_s=2|310|185|310|185|7|não|0,230974|0,0419372|0,277977
instanceLarge24_m=3_n=50_l=30_c=10_s=2|576|230|576|230|15|não|0,513375|0,0997392|0,619568
instanceLarge250_m=5_n=50_l=30_c=10_s=0|467|209|467|209|8|não|0,255702|0,050263|0,311362
instanceLarge251_m=5_n=50_l=30_c=10_s=1|3443|216|2887|182|29|sim|0,322425|0,250252|0,57782
instanceLarge252_m=5_n=50_l=30_c=10_s=2|336|198|336|198|8|não|0,239342|0,0497891|0,294474
instanceLarge253_m=5_n=50_l=30_c=10_s=0|2874|215|2410|172|25|sim|0,312032|0,204116|0,520959
instanceLarge254_m=5_n=50_l=30_c=10_s=1|3270|215|2402|148|48|sim|0,313873|0,389947|0,708002
instanceLarge255_m=5_n=50_l=30_c=10_s=2|332|206|332|206|8|não|0,25002|0,046388|0,301395
instanceLarge256_m=5_n=50_l=30_c=10_s=0|1191|222|1027|182|23|sim|0,306501|0,184058|0,495211
instanceLarge257_m=5_n=50_l=30_c=10_s=1|3488|227|2622|172|24|sim|0,320234|0,197822|0,522601
instanceLarge258_m=5_n=50_l=30_c=10_s=2|302|189|302|189|8|não|0,242785|0,0543786|0,302253
instanceLarge259_m=5_n=50_l=30_c=10_s=0|2811|222|2767|219|13|sim|0,321241|0,0835251|0,410088
instanceLarge25_m=3_n=50_l=30_c=10_s=0|4883|266|4883|266|14|não|0,670462|0,0993421|0,776307
instanceLarge260_m=5_n=50_l=30_c=10_s=1|3375|222|2696|173|45|sim|0,320526|0,311945|0,636893
instanceLarge261_m=5_n=50_l=30_c=10_s=2|431|196|431|196|8|não|0,264237|0,0462615|0,315435
instanceLarge262_m=5_n=50_l=30_c=10_s=0|2527|228|2045|179|37|sim|0,353116|0,311591|0,669756
instanceLarge263_m=5_n=50_l=30_c=10_s=1|3551|229|3088|196|18|sim|0,352957|0,144043|0,502245
instanceLarge264_m=5_n=50_l=30_c=10_s=2|349|194|349|194|8|não|0,272488|0,0476321|0,325243
instanceLarge265_m=5_n=50_l=30_c=10_s=0|938|215|899|211|20|sim|0,28562|0,12493|0,415786
instanceLarge266_m=5_n=50_l=30_c=10_s=1|3427|217|2735|162|21|sim|0,298792|0,194871|0,4982
instanceLarge267_m=5_n=50_l=30_c=10_s=2|382|186|382|186|8|não|0,244408|0,0446276|0,293744
instanceLarge268_m=5_n=50_l=30_c=10_s=0|2573|226|1887|160|63|sim|0,341227|0,485664|0,8316
instanceLarge269_m=5_n=50_l=30_c=10_s=1|3312|218|2636|168|47|sim|0,34744|0,376686|0,729143
instanceLarge26_m=3_n=50_l=30_c=10_s=1|6593|266|6593|266|14|não|0,665049|0,0995443|0,771134
instanceLarge270_m=5_n=50_l=30_c=10_s=2|345|198|345|198|8|não|0,281671|0,0513199|0,338525
instanceLarge271_m=5_n=50_l=30_c=20_s=0|1012|169|1012|169|8|não|0,592706|0,122035|0,727762
instanceLarge272_m=5_n=50_l=30_c=20_s=1|3105|181|2273|136|20|sim|0,638416|0,401305|1,0507
instanceLarge273_m=5_n=50_l=30_c=20_s=2|359|152|358|151|12|sim|0,51249|0,183409|0,709534
instanceLarge274_m=5_n=50_l=30_c=20_s=0|1033|178|813|121|36|sim|0,575076|0,606165|1,18981
instanceLarge275_m=5_n=50_l=30_c=20_s=1|2831|177|1910|110|41|sim|0,59744|0,685741|1,29083
instanceLarge276_m=5_n=50_l=30_c=20_s=2|385|154|385|154|7|não|0,503307|0,105881|0,621827
instanceLarge277_m=5_n=50_l=30_c=20_s=0|1636|171|1628|163|9|sim|0,623259|0,139276|0,77431
instanceLarge278_m=5_n=50_l=30_c=20_s=1|2718|171|2718|171|7|não|0,626107|0,104186|0,742781
instanceLarge279_m=5_n=50_l=30_c=20_s=2|342|148|342|148|8|não|0,469994|0,10547|0,586769
instanceLarge27_m=3_n=50_l=30_c=10_s=2|578|227|578|227|14|não|0,500017|0,0941597|0,600282
instanceLarge280_m=5_n=50_l=30_c=20_s=0|2398|177|1597|116|30|sim|0,626667|0,475128|1,10922
instanceLarge281_m=5_n=50_l=30_c=20_s=1|2892|177|1915|114|34|sim|0,628892|0,520467|1,15694
instanceLarge282_m=5_n=50_l=30_c=20_s=2|347|151|347|151|8|não|0,502654|0,0965396|0,609442
instanceLarge283_m=5_n=50_l=30_c=20_s=0|886|162|843|160|11|sim|0,53201|0,175961|0,720535
instanceLarge284_m=5_n=50_l=30_c=20_s=1|2853|173|1857|112|37|sim|0,53973|0,618148|1,16634
instanceLarge285_m=5_n=50_l=30_c=20_s=2|299|140|299|140|8|não|0,437705|0,0965746|0,544729
instanceLarge286_m=5_n=50_l=30_c=20_s=0|925|179|764|131|27|sim|0,597028|0,544061|1,15141
instanceLarge287_m=5_n=50_l=30_c=20_s=1|2672|172|1909|116|31|sim|0,600899|0,565687|1,17618
instanceLarge288_m=5_n=50_l=30_c=20_s=2|346|140|346|140|8|não|0,430821|0,0988125|0,540067
instanceLarge289_m=5_n=50_l=30_c=20_s=0|2079|177|1723|140|16|sim|0,616066|0,333226|0,959796
instanceLarge28_m=3_n=50_l=30_c=10_s=0|4532|266|4532|266|15|não|0,744208|0,110228|0,861236
instanceLarge290_m=5_n=50_l=30_c=20_s=1|2763|177|2199|134|19|sim|0,616792|0,357319|0,983587
instanceLarge291_m=5_n=50_l=30_c=20_s=2|464|165|464|165|7|não|0,543147|0,110862|0,667208
instanceLarge292_m=5_n=50_l=30_c=20_s=0|1218|169|891|106|39|sim|0,564981|0,62418|1,1968
instanceLarge293_m=5_n=50_l=30_c=20_s=1|2754|172|1940|119|30|sim|0,580025|0,490229|1,07932
instanceLarge294_m=5_n=50_l=30_c=20_s=2|490|167|472|148|33|sim|0,524419|0,471985|1,0076
instanceLarge295_m=5_n=50_l=30_c=20_s=0|979|174|738|108|44|sim|0,591098|0,706336|1,30544
instanceLarge296_m=5_n=50_l=30_c=20_s=1|2702|169|2015|123|24|sim|0,552334|0,431254|0,992951
instanceLarge297_m=5_n=50_l=30_c=20_s=2|347|143|347|143|7|não|0,51396|0,0983647|0,624006
instanceLarge298_m=5_n=50_l=30_c=20_s=0|1946|172|1339|117|27|sim|0,599413|0,451954|1,05984
instanceLarge299_m=5_n=50_l=30_c=20_s=1|2835|174|1832|111|32|sim|0,6078|0,539973|1,15693
instanceLarge29_m=3_n=50_l=30_c=10_s=1|6567|267|4977|197|95|sim|0,740423|0,790207|1,53623
instanceLarge2_m=3_n=50_l=30_c=10_s=1|6513|262|5104|202|99|sim|0,686008|0,769115|1,46115
instanceLarge300_m=5_n=50_l=30_c=20_s=2|328|146|328|146|7|não|0,448315|0,0914406|0,55071
instanceLarge301_m=5_n=50_l=40_c=30_s=0|1191|89|1191|89|5|não|0,27376|0,062146|0,345681
instanceLarge302_m=5_n=50_l=40_c=30_s=1|1575|89|1205|62|24|sim|0,271509|0,299433|0,577555
instanceLarge303_m=5_n=50_l=40_c=30_s=2|340|74|340|74|4|não|0,237152|0,0418983|0,286917
instanceLarge304_m=5_n=50_l=40_c=30_s=0|1315|88|857|52|23|sim|0,270923|0,309032|0,585814
instanceLarge305_m=5_n=50_l=40_c=30_s=1|1701|89|1118|58|20|sim|0,271417|0,248734|0,525906
instanceLarge306_m=5_n=50_l=40_c=30_s=2|280|68|280|68|3|não|0,224934|0,0319758|0,264172
instanceLarge307_m=5_n=50_l=40_c=30_s=0|403|72|403|72|4|não|0,197486|0,0402003|0,245233
instanceLarge308_m=5_n=50_l=40_c=30_s=1|1540|82|1055|51|29|sim|0,217923|0,39041|0,615009
instanceLarge309_m=5_n=50_l=40_c=30_s=2|350|67|350|67|4|não|0,178234|0,0353327|0,22033
instanceLarge30_m=3_n=50_l=30_c=10_s=2|612|235|612|235|15|não|0,621476|0,0967401|0,724079
instanceLarge310_m=5_n=50_l=40_c=30_s=0|1008|78|1008|78|4|não|0,180759|0,0497874|0,239915
instanceLarge311_m=5_n=50_l=40_c=30_s=1|1343|78|1343|78|4|não|0,180311|0,0504281|0,240229
instanceLarge312_m=5_n=50_l=40_c=30_s=2|293|64|293|64|4|não|0,166943|0,0407754|0,215225
instanceLarge313_m=5_n=50_l=40_c=30_s=0|595|79|581|64|6|sim|0,228774|0,0723392|0,307765
instanceLarge314_m=5_n=50_l=40_c=30_s=1|1505|80|1505|80|3|não|0,224567|0,0365144|0,269403
instanceLarge315_m=5_n=50_l=40_c=30_s=2|356|69|356|69|4|não|0,215966|0,0460059|0,270608
instanceLarge316_m=5_n=50_l=40_c=30_s=0|985|76|843|54|10|sim|0,176316|0,129746|0,311667
