NOME_SOLU|VAL_SOLUCAO_INICIAL|QTD_TROCAS_SOL_INCIAL|VAL_SOLUCAO_POS_REFI|QTD_TROCAS_POS_REFI|QTD_ITERACOES|HOUVE_MELHORA|TEMPO_HC|TEMPO_REF|TEMPO_TOTAL 
instance146_m=2_n=8_l=20_c=10_s=1|1085|26|1085|26|3|não|0,0044094|0,0040673|0,0094023
instance147_m=2_n=8_l=20_c=10_s=2|168|21|168|21|3|não|0,0040112|0,0036528|0,0084787
instance148_m=2_n=8_l=20_c=10_s=0|450|25|450|25|3|não|0,0042248|0,0036356|0,0086844
instance149_m=2_n=8_l=20_c=10_s=1|786|25|786|25|2|não|0,0042347|0,0028186|0,0078799
instance14_m=2_n=8_l=15_c=5_s=1|767|20|767|20|3|não|0,001349|0,0011264|0,0027223
instance150_m=2_n=8_l=20_c=10_s=2|222|25|222|25|3|não|0,0042323|0,0035803|0,0086363
instance151_m=2_n=8_l=20_c=15_s=0|408|14|408|14|2|não|0,0040371|0,0029157|0,007862
instance152_m=2_n=8_l=20_c=15_s=1|640|14|578|12|6|sim|0,0040444|0,0087068|0,0136526
instance153_m=2_n=8_l=20_c=15_s=2|137|10|137|10|2|não|0,0036388|0,0023448|0,0067254
instance154_m=2_n=8_l=20_c=15_s=0|360|13|360|13|2|não|0,0031745|0,0026546|0,0066182
instance155_m=2_n=8_l=20_c=15_s=1|541|13|541|13|2|não|0,0031812|0,0026973|0,0066644
instance156_m=2_n=8_l=20_c=15_s=2|138|11|138|11|2|não|0,0043107|0,0031091|0,0081445
instance157_m=2_n=8_l=20_c=15_s=0|341|13|341|13|2|não|0,0031821|0,0024348|0,0064193
instance158_m=2_n=8_l=20_c=15_s=1|635|13|635|13|2|não|0,0031556|0,002415|0,0063721
instance159_m=2_n=8_l=20_c=15_s=2|285|13|285|13|2|não|0,0031795|0,0024211|0,0063987
instance15_m=2_n=8_l=15_c=5_s=2|189|18|189|18|2|não|0,0012658|0,000786|0,0022809
instance160_m=2_n=8_l=20_c=15_s=0|416|14|416|14|2|não|0,0038685|0,0029424|0,0077339
instance161_m=2_n=8_l=20_c=15_s=1|704|14|640|11|5|sim|0,0038417|0,0067353|0,0114235
instance162_m=2_n=8_l=20_c=15_s=2|294|11|294|11|2|não|0,003681|0,0027285|0,0072566
instance163_m=2_n=8_l=20_c=15_s=0|383|13|383|13|2|não|0,0032323|0,0024355|0,0064709
instance164_m=2_n=8_l=20_c=15_s=1|544|13|544|13|2|não|0,0032892|0,0024271|0,0065197
instance165_m=2_n=8_l=20_c=15_s=2|102|11|102|11|2|não|0,0032142|0,0025552|0,0064983
instance166_m=2_n=8_l=20_c=15_s=0|308|11|308|11|2|não|0,0040539|0,0039528|0,0092731
instance167_m=2_n=8_l=20_c=15_s=1|560|11|560|11|2|não|0,0032051|0,0025358|0,006527
instance168_m=2_n=8_l=20_c=15_s=2|207|12|207|12|2|não|0,0036697|0,0027296|0,0072391
instance169_m=2_n=8_l=20_c=15_s=0|397|12|397|12|2|não|0,0028888|0,0023606|0,0059356
instance16_m=2_n=8_l=15_c=5_s=0|289|18|289|18|3|não|0,0013575|0,0010898|0,0026998
instance170_m=2_n=8_l=20_c=15_s=1|551|12|551|12|2|não|0,0029139|0,0023437|0,0059357
instance171_m=2_n=8_l=20_c=15_s=2|98|9|98|9|2|não|0,0028181|0,0020707|0,0054909
instance172_m=2_n=8_l=20_c=15_s=0|314|12|250|9|4|sim|0,0030192|0,0044922|0,0080652
instance173_m=2_n=8_l=20_c=15_s=1|527|14|527|14|2|não|0,0034575|0,0026233|0,006915
instance174_m=2_n=8_l=20_c=15_s=2|112|11|112|11|2|não|0,0030124|0,0026153|0,0064453
instance175_m=2_n=8_l=20_c=15_s=0|250|9|250|9|2|não|0,0024264|0,0018884|0,0048764
instance176_m=2_n=8_l=20_c=15_s=1|502|9|502|9|2|não|0,0024079|0,0018859|0,0048485
instance177_m=2_n=8_l=20_c=15_s=2|126|9|126|9|1|não|0,0024024|0,0014528|0,0044107
instance178_m=2_n=8_l=20_c=15_s=0|221|10|221|10|2|não|0,0032646|0,0023412|0,0063054
instance179_m=2_n=8_l=20_c=15_s=1|552|12|445|8|7|sim|0,003394|0,0080874|0,0120253
instance17_m=2_n=8_l=15_c=5_s=1|926|20|926|20|3|não|0,0013607|0,0010815|0,002696
instance180_m=2_n=8_l=20_c=15_s=2|106|9|106|9|2|não|0,0033035|0,0023529|0,0063874
instance181_m=2_n=8_l=20_c=15_s=0|155|6|151|4|2|sim|0,0009928|0,0010661|0,0022857
instance182_m=2_n=8_l=20_c=15_s=1|241|6|241|6|1|não|0,0009877|0,000552|0,0017749
instance183_m=2_n=8_l=20_c=15_s=2|79|5|79|5|2|não|0,0012169|0,000955|0,0024677
instance184_m=2_n=8_l=20_c=15_s=0|253|4|253|4|1|não|0,0009533|0,0005171|0,0017285
instance185_m=2_n=8_l=20_c=15_s=1|409|4|307|1|2|sim|0,0009539|0,0009683|0,0020523
instance186_m=2_n=8_l=20_c=15_s=2|186|4|186|4|0|não|0,0009591|0,0008326|0,0020483
instance187_m=2_n=8_l=20_c=15_s=0|299|6|290|3|2|sim|0,0012993|0,0012081|0,0027132
instance188_m=2_n=8_l=20_c=15_s=1|326|6|317|3|2|sim|0,0012976|0,0012058|0,0027137
instance189_m=2_n=8_l=20_c=15_s=2|140|3|140|3|1|não|0,001194|0,0005769|0,0020288
instance18_m=2_n=8_l=15_c=5_s=2|249|18|247|17|5|sim|0,0013494|0,0019014|0,0034861
instance190_m=2_n=8_l=20_c=15_s=0|167|6|167|6|1|não|0,0012764|0,0007399|0,0023478
instance191_m=2_n=8_l=20_c=15_s=1|296|6|296|6|1|não|0,0012669|0,0007211|0,0023149
instance192_m=2_n=8_l=20_c=15_s=2|88|3|88|3|1|não|0,0011404|0,000602|0,0020051
instance193_m=2_n=8_l=20_c=15_s=0|127|1|127|1|1|não|0,0007816|0,0005159|0,0014861
instance194_m=2_n=8_l=20_c=15_s=1|155|1|155|1|1|não|0,0007166|0,000356|0,0012008
instance195_m=2_n=8_l=20_c=15_s=2|101|1|101|1|1|não|0,0007124|0,00034|0,0011845
instance196_m=2_n=8_l=20_c=15_s=0|297|4|248|2|2|sim|0,0008263|0,0009889|0,0020263
instance197_m=2_n=8_l=20_c=15_s=1|421|4|310|2|2|sim|0,0008286|0,0009729|0,0020148
instance198_m=2_n=8_l=20_c=15_s=2|169|4|169|4|1|não|0,0008318|0,0004909|0,001529
instance199_m=2_n=8_l=20_c=15_s=0|207|1|207|1|1|não|0,0007373|0,0003801|0,0012589
instance19_m=2_n=8_l=15_c=5_s=0|559|19|559|19|3|não|0,0013477|0,0011678|0,0027535
instance1_m=2_n=8_l=15_c=5_s=0|296|18|264|15|8|sim|0,0013556|0,0036163|0,0053525
instance200_m=2_n=8_l=20_c=15_s=1|251|1|251|1|1|não|0,0007284|0,0003891|0,0012623
instance201_m=2_n=8_l=20_c=15_s=2|187|1|187|1|1|não|0,0007343|0,0003888|0,0012634
instance202_m=2_n=8_l=20_c=15_s=0|295|6|295|6|1|não|0,0011669|0,0005683|0,0019785
instance203_m=2_n=8_l=20_c=15_s=1|371|6|371|6|1|não|0,0010097|0,0005727|0,0018262
instance204_m=2_n=8_l=20_c=15_s=2|162|6|162|6|2|não|0,0019333|0,0014461|0,0037928
instance205_m=2_n=8_l=20_c=15_s=0|311|5|311|5|2|não|0,001479|0,0010278|0,0027884
instance206_m=2_n=8_l=20_c=15_s=1|344|5|344|5|2|não|0,0014799|0,0010219|0,0027831
instance207_m=2_n=8_l=20_c=15_s=2|161|5|161|5|2|não|0,0014843|0,0010432|0,0028123
instance208_m=2_n=8_l=20_c=15_s=0|308|4|268|2|2|sim|0,0010532|0,0010028|0,0022657
instance209_m=2_n=8_l=20_c=15_s=1|356|4|292|2|2|sim|0,0010123|0,0009781|0,0021968
instance20_m=2_n=8_l=15_c=5_s=1|809|19|809|19|3|não|0,0013375|0,0010292|0,0026034
instance210_m=2_n=8_l=20_c=15_s=2|114|4|114|4|0|não|0,0010076|0,0006346|0,0018409
instance211_m=2_n=8_l=20_c=15_s=0|466|15|411|13|6|sim|0,0059059|0,0116408|0,0186365
instance212_m=2_n=8_l=20_c=15_s=1|655|15|558|13|6|sim|0,0058413|0,0115159|0,0184332
instance213_m=2_n=8_l=20_c=15_s=2|223|15|223|15|3|não|0,0058482|0,0049352|0,0119535
instance214_m=2_n=8_l=20_c=15_s=0|220|12|220|12|2|não|0,0036983|0,0023474|0,0066918
instance215_m=2_n=8_l=20_c=15_s=1|642|15|642|15|2|não|0,0044754|0,0031837|0,0086745
instance216_m=2_n=8_l=20_c=15_s=2|154|12|154|12|2|não|0,0036274|0,0023222|0,0065924
instance217_m=2_n=8_l=20_c=15_s=0|472|15|472|15|2|não|0,0046246|0,0032562|0,0088998
instance218_m=2_n=8_l=20_c=15_s=1|568|15|568|15|2|não|0,0044314|0,0032101|0,0086629
instance219_m=2_n=8_l=20_c=15_s=2|168|14|168|14|2|não|0,0041174|0,0031952|0,0083034
instance21_m=2_n=8_l=15_c=5_s=2|201|16|201|16|3|não|0,0012853|0,0010046|0,0025137
instance220_m=2_n=8_l=20_c=15_s=0|340|15|340|15|3|não|0,005819|0,0048824|0,0118697
instance221_m=2_n=8_l=20_c=15_s=1|709|15|709|15|3|não|0,0058918|0,004923|0,0119804
instance222_m=2_n=8_l=20_c=15_s=2|123|16|123|16|2|não|0,0059274|0,0037419|0,010802
instance223_m=2_n=8_l=20_c=15_s=0|499|15|499|15|2|não|0,004466|0,0032272|0,008717
instance224_m=2_n=8_l=20_c=15_s=1|571|15|571|15|2|não|0,0044604|0,0032054|0,0086849
instance225_m=2_n=8_l=20_c=15_s=2|236|14|236|14|2|não|0,0042021|0,0032655|0,0084562
instance226_m=2_n=8_l=20_c=15_s=0|489|15|489|15|2|não|0,0044091|0,0031875|0,0086446
instance227_m=2_n=8_l=20_c=15_s=1|609|15|609|15|2|não|0,0044324|0,0031994|0,008652
instance228_m=2_n=8_l=20_c=15_s=2|161|15|161|15|2|não|0,0044298|0,0032262|0,0086878
instance229_m=2_n=8_l=20_c=15_s=0|466|18|466|18|3|não|0,0063001|0,0052346|0,012749
instance22_m=2_n=8_l=15_c=5_s=0|490|18|490|18|3|não|0,0013755|0,0011004|0,0027289
instance230_m=2_n=8_l=20_c=15_s=1|718|18|718|18|3|não|0,0058796|0,0051434|0,0122034
instance231_m=2_n=8_l=20_c=15_s=2|268|18|268|18|3|não|0,005859|0,0051543|0,0121963
instance232_m=2_n=8_l=20_c=15_s=0|560|15|560|15|2|não|0,0043616|0,0031684|0,0085397
instance233_m=2_n=8_l=20_c=15_s=1|680|15|680|15|2|não|0,0044291|0,0031764|0,0086259
instance234_m=2_n=8_l=20_c=15_s=2|312|15|312|15|2|não|0,004499|0,0031876|0,0087077
instance235_m=2_n=8_l=20_c=15_s=0|562|18|562|18|3|não|0,0054911|0,0043864|0,0108125
instance236_m=2_n=8_l=20_c=15_s=1|800|18|800|18|3|não|0,0060982|0,0049649|0,0121969
instance237_m=2_n=8_l=20_c=15_s=2|142|13|142|13|3|não|0,0041169|0,0035116|0,0084669
instance238_m=2_n=8_l=20_c=15_s=0|134|14|134|14|2|não|0,0040439|0,0029099|0,0077845
instance239_m=2_n=8_l=20_c=15_s=1|448|15|448|15|2|não|0,0044797|0,0032169|0,0087219
instance23_m=2_n=8_l=15_c=5_s=1|740|18|740|18|3|não|0,0013454|0,0010806|0,00268
instance240_m=2_n=8_l=20_c=15_s=2|114|14|114|14|2|não|0,0040678|0,0030271|0,0079276
instance24_m=2_n=8_l=15_c=5_s=2|212|17|212|17|3|não|0,0012754|0,0010143|0,0025321
instance25_m=2_n=8_l=15_c=5_s=0|466|18|466|18|3|não|0,0013411|0,001052|0,0026416
instance26_m=2_n=8_l=15_c=5_s=1|709|18|709|18|3|não|0,0013377|0,0010571|0,0026443
instance27_m=2_n=8_l=15_c=5_s=2|90|14|90|14|2|não|0,0012707|0,0007565|0,0022467
instance28_m=2_n=8_l=15_c=5_s=0|384|19|384|19|3|não|0,0012727|0,0010233|0,0025287
instance29_m=2_n=8_l=15_c=5_s=1|814|19|814|19|3|não|0,0013326|0,00104|0,0026065
instance2_m=2_n=8_l=15_c=5_s=1|813|19|813|19|3|não|0,0013465|0,0010291|0,0026081
instance30_m=2_n=8_l=15_c=5_s=2|224|18|224|18|3|não|0,0012622|0,0010162|0,0025106
instance31_m=2_n=8_l=15_c=10_s=0|139|1|139|1|1|não|0,0004146|0,0002461|0,0007655
instance32_m=2_n=8_l=15_c=10_s=1|196|1|196|1|1|não|0,0004091|0,0002513|0,00076
instance33_m=2_n=8_l=15_c=10_s=2|134|1|134|1|1|não|0,0004142|0,0002477|0,0007674
instance34_m=2_n=8_l=15_c=10_s=0|129|0|121|1|1|sim|0,000313|0,0004114|0,0008008
instance35_m=2_n=8_l=15_c=10_s=1|129|0|129|0|0|não|0,000315|0,0002259|0,0006108
instance36_m=2_n=8_l=15_c=10_s=2|129|0|110|1|0|sim|0,0003156|0,0004708|0,000869
instance37_m=2_n=8_l=15_c=10_s=0|262|2|193|1|2|sim|0,0004367|0,0006709|0,0011926
instance38_m=2_n=8_l=15_c=10_s=1|312|2|198|0|1|sim|0,0004408|0,0004616|0,0009714
instance39_m=2_n=8_l=15_c=10_s=2|194|2|194|2|1|não|0,0004385|0,0002274|0,0007671
instance3_m=2_n=8_l=15_c=5_s=2|206|17|206|17|3|não|0,0013012|0,0010524|0,0025876
instance40_m=2_n=8_l=15_c=10_s=0|273|2|273|2|1|não|0,0004384|0,0002597|0,0008067
instance41_m=2_n=8_l=15_c=10_s=1|299|2|299|2|1|não|0,0004349|0,000273|0,0008167
instance42_m=2_n=8_l=15_c=10_s=2|179|2|179|2|1|não|0,0004365|0,000265|0,0008042
instance43_m=2_n=8_l=15_c=10_s=0|119|0|112|2|0|sim|0,0003438|0,000786|0,0012311
instance44_m=2_n=8_l=15_c=10_s=1|119|0|116|0|0|sim|0,0003457|0,000464|0,0008794
instance45_m=2_n=8_l=15_c=10_s=2|119|0|112|2|0|sim|0,0003455|0,0007886|0,0012346
instance46_m=2_n=8_l=15_c=10_s=0|149|0|149|0|0|não|0,0003566|0,0002406|0,0006654
instance47_m=2_n=8_l=15_c=10_s=1|149|0|149|0|0|não|0,000357|0,0002329|0,0006627
instance48_m=2_n=8_l=15_c=10_s=2|149|0|149|0|0|não|0,0003562|0,0002386|0,0006628
instance49_m=2_n=8_l=15_c=10_s=0|131|3|131|3|1|não|0,000461|0,0002595|0,0008293
instance4_m=2_n=8_l=15_c=5_s=0|551|17|551|17|3|não|0,0013077|0,0010521|0,0026024
instance50_m=2_n=8_l=15_c=10_s=1|287|3|287|3|1|não|0,0004643|0,0002618|0,0008358
instance51_m=2_n=8_l=15_c=10_s=2|114|3|114|3|0|não|0,0004665|0,0003422|0,0009174
instance52_m=2_n=8_l=15_c=10_s=0|97|0|97|0|0|não|0,0003331|0,000247|0,0006488
instance53_m=2_n=8_l=15_c=10_s=1|97|0|97|0|0|não|0,0003306|0,0002461|0,0006453
instance54_m=2_n=8_l=15_c=10_s=2|97|0|92|3|1|sim|0,0003326|0,0004867|0,0009299
instance55_m=2_n=8_l=15_c=10_s=0|127|0|127|0|0|não|0,0003301|0,0002426|0,0006548
instance56_m=2_n=8_l=15_c=10_s=1|127|0|127|0|0|não|0,0003292|0,000234|0,0006334
instance57_m=2_n=8_l=15_c=10_s=2|127|0|127|0|0|não|0,000341|0,0002491|0,0006609
instance58_m=2_n=8_l=15_c=10_s=0|128|0|128|0|0|não|0,0003345|0,0002351|0,000647
instance59_m=2_n=8_l=15_c=10_s=1|128|0|128|0|0|não|0,0003358|0,0002366|0,0006402
instance5_m=2_n=8_l=15_c=5_s=1|677|17|677|17|3|não|0,0013118|0,0010554|0,00261
instance60_m=2_n=8_l=15_c=10_s=2|128|0|124|1|1|sim|0,0003265|0,0004211|0,0008334
instance61_m=2_n=8_l=15_c=10_s=0|241|11|241|11|2|não|0,0017902|0,0012507|0,0034091
instance62_m=2_n=8_l=15_c=10_s=1|403|11|403|11|2|não|0,0018051|0,0012499|0,0034185
instance63_m=2_n=8_l=15_c=10_s=2|96|9|96|9|3|não|0,0017624|0,001459|0,003532
instance64_m=2_n=8_l=15_c=10_s=0|185|13|185|13|2|não|0,0024261|0,0016713|0,0045949
instance65_m=2_n=8_l=15_c=10_s=1|584|12|584|12|2|não|0,0021838|0,0014728|0,0040998
instance66_m=2_n=8_l=15_c=10_s=2|164|13|164|13|2|não|0,0024384|0,0016764|0,0046355
instance67_m=2_n=8_l=15_c=10_s=0|222|11|215|10|3|sim|0,0022204|0,0024534|0,0050873
instance68_m=2_n=8_l=15_c=10_s=1|507|12|507|12|2|não|0,0023027|0,0017047|0,0045285
instance69_m=2_n=8_l=15_c=10_s=2|110|11|110|11|3|não|0,0022014|0,001988|0,0046395
instance6_m=2_n=8_l=15_c=5_s=2|118|17|118|17|3|não|0,0012894|0,0010341|0,0025617
instance70_m=2_n=8_l=15_c=10_s=0|352|13|352|13|2|não|0,0024515|0,0016587|0,0046141
instance71_m=2_n=8_l=15_c=10_s=1|594|13|594|13|2|não|0,0024668|0,0016707|0,0046381
instance72_m=2_n=8_l=15_c=10_s=2|244|13|244|13|2|não|0,0025004|0,0017035|0,0047095
instance73_m=2_n=8_l=15_c=10_s=0|372|11|372|11|2|não|0,0018572|0,0012559|0,0034755
instance74_m=2_n=8_l=15_c=10_s=1|444|11|444|11|2|não|0,001869|0,0012574|0,0034908
instance75_m=2_n=8_l=15_c=10_s=2|82|9|82|9|3|não|0,0020261|0,0015085|0,0038556
instance76_m=2_n=8_l=15_c=10_s=0|343|11|343|11|2|não|0,0022891|0,0014832|0,0042132
instance77_m=2_n=8_l=15_c=10_s=1|438|11|438|11|2|não|0,0023069|0,0014752|0,0042287
instance78_m=2_n=8_l=15_c=10_s=2|120|10|120|10|2|não|0,0025223|0,0014541|0,0044186
instance79_m=2_n=8_l=15_c=10_s=0|353|11|353|11|2|não|0,0020216|0,0012947|0,0036947
instance7_m=2_n=8_l=15_c=5_s=0|291|18|291|18|3|não|0,0013603|0,0010393|0,0026386
instance80_m=2_n=8_l=15_c=10_s=1|425|11|425|11|2|não|0,0020216|0,0012968|0,0036967
instance81_m=2_n=8_l=15_c=10_s=2|148|11|148|11|2|não|0,0019856|0,0012435|0,0035936
instance82_m=2_n=8_l=15_c=10_s=0|154|10|154|10|2|não|0,0029184|0,0025031|0,0061714
instance83_m=2_n=8_l=15_c=10_s=1|453|11|453|11|2|não|0,0022135|0,0014985|0,004132
instance84_m=2_n=8_l=15_c=10_s=2|116|10|116|10|2|não|0,0023573|0,0015616|0,0043787
instance85_m=2_n=8_l=15_c=10_s=0|211|10|211|10|2|não|0,00211|0,0014338|0,0039599
instance86_m=2_n=8_l=15_c=10_s=1|568|12|568|12|2|não|0,0023938|0,0016812|0,0046083
instance87_m=2_n=8_l=15_c=10_s=2|166|10|166|10|2|não|0,0021384|0,0014278|0,0040004
instance88_m=2_n=8_l=15_c=10_s=0|508|12|508|12|2|não|0,0020625|0,0013479|0,0038206
instance89_m=2_n=8_l=15_c=10_s=1|641|12|641|12|2|não|0,0020794|0,0013421|0,0038302
instance8_m=2_n=8_l=15_c=5_s=1|531|19|531|19|3|não|0,0013467|0,0010333|0,0026183
instance90_m=2_n=8_l=15_c=10_s=2|312|12|312|12|2|não|0,0020745|0,0013527|0,0038371
instance91_m=2_n=8_l=15_c=10_s=0|369|12|369|12|2|não|0,0017791|0,0012826|0,0034623
instance92_m=2_n=8_l=15_c=10_s=1|598|12|470|10|5|sim|0,0017073|0,003129|0,0051623
instance93_m=2_n=8_l=15_c=10_s=2|174|12|174|12|1|não|0,0017751|0,0009651|0,0031371
instance94_m=2_n=8_l=15_c=10_s=0|171|12|171|12|2|não|0,0019161|0,0013472|0,0036418
instance95_m=2_n=8_l=15_c=10_s=1|443|11|443|11|2|não|0,0019586|0,0014159|0,0037847
instance96_m=2_n=8_l=15_c=10_s=2|135|12|135|12|2|não|0,001927|0,0013613|0,0036683
instance97_m=2_n=8_l=15_c=10_s=0|285|9|285|9|2|não|0,0019793|0,0013626|0,0037484
instance98_m=2_n=8_l=15_c=10_s=1|427|10|427|10|2|não|0,0020173|0,0014401|0,0038913
instance99_m=2_n=8_l=15_c=10_s=2|140|9|140|9|2|não|0,0019574|0,0013405|0,0037011
instance9_m=2_n=8_l=15_c=5_s=2|149|15|149|15|3|não|0,0013252|0,0010299|0,0025946
